n,N,elevation,improved_water,lst_day,ndvi,open_def,prec,rel_humidity,soil_moisture,soil_pH,soil_temp,elevation_cat,improved_water_cat,lst_day_cat,ndvi_cat,open_def_cat,prec_cat,rel_humidity_cat,soil_moisture_cat,soil_pH_cat,soil_temp_cat
0,32,521.962829589844,96.1184539794922,44.4163284301758,0.145077273249626,16.1941986083984,0.541647732257843,34.1745796203613,16.42409324646,82.5016708374024,32.4290466308594,"[min,1.13e+03]","(95.5,max]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,33,380.697692871094,49.2805099487305,33.2571105957031,-0.0100409090518951,95.8284378051758,1.38113832473755,43.7647552490234,18.8133697509766,48.4591827392578,32.6719665527344,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","[min,55.4]","(23.8,max]"
0,32,382.637756347656,87.1948394775391,40.2613296508789,0.322989404201508,92.9187316894531,0.354606807231903,35.8083953857422,14.9819307327271,78.4869232177734,33.0254516601563,"[min,1.13e+03]","(86.9,95.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,371.656097412109,85.600715637207,36.2563285827637,0.352406054735184,92.6408843994141,0.467765420675278,54.7708244323731,14.9819307327271,75.3882598876953,33.0254516601563,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,392.925018310547,84.6019515991211,45.356388092041,0.216348484158516,88.05712890625,0.381197988986969,36.1981353759766,14.6932830810547,81.7044982910156,33.5858154296875,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,491.301055908203,68.8020629882813,42.8103523254395,0.223145455121994,57.8304634094238,0.502948522567749,35.4505920410156,16.42409324646,81.3115921020508,32.4290466308594,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,516.587707519531,82.2488021850586,42.5258598327637,0.260095447301865,42.8545074462891,0.518154919147492,35.4505920410156,16.42409324646,81.2128677368164,32.4290466308594,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,544.657775878906,45.9541702270508,42.6031265258789,0.302178770303726,97.8240737915039,0.556647479534149,35.1263122558594,15.9076366424561,81.8965759277344,34.3502502441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,544.657775878906,45.9541702270508,42.6031265258789,0.302178770303726,97.8240737915039,0.556647479534149,35.1263122558594,15.9076366424561,81.8965759277344,34.3502502441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,573.760070800781,59.9553642272949,43.2934951782227,0.31557422876358,98.4044418334961,0.520180761814117,34.6956787109375,15.9076366424561,80.9966659545898,34.3502502441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,544.657775878906,45.9541702270508,42.6031265258789,0.302178770303726,97.8240737915039,0.556647479534149,35.1263122558594,15.9076366424561,81.8965759277344,34.3502502441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,527.498352050781,66.9360275268555,43.5822639465332,0.281454533338547,96.8408126831055,0.50335830450058,35.1263122558594,15.9076366424561,81.3962783813477,34.3502502441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,796.654418945313,36.5501251220703,41.8698043823242,0.20394241809845,57.4127807617188,0.848791778087616,39.9046363830566,17.0805473327637,75.7078323364258,32.3826599121094,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,608.252685546875,29.8709487915039,44.6187515258789,0.143319696187973,94.2370300292969,0.55861884355545,33.2666320800781,15.9076366424561,81.2961578369141,34.3502502441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,623.199401855469,39.4811897277832,43.3382034301758,0.163660600781441,74.3262710571289,0.64341676235199,33.2666320800781,18.3023204803467,79.6097717285156,31.9190063476563,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,725.729553222656,43.3981018066406,43.4835357666016,0.167812123894691,83.9460906982422,0.513200044631958,35.2829627990723,17.0805473327637,79.397590637207,32.3826599121094,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,622.222351074219,46.3149528503418,43.8271293640137,0.193801507353783,76.4349060058594,0.631722748279572,33.2666320800781,16.5255298614502,80.499641418457,34.4692993164063,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,593.37060546875,71.1160507202149,41.986873626709,0.15275152027607,88.6934280395508,0.990823864936829,32.5914878845215,18.7054252624512,82.7111740112305,29.8622131347656,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,592.07275390625,69.7363052368164,41.7509574890137,0.236174240708351,89.366325378418,1.1791832447052,32.5914878845215,18.7054252624512,80.0960083007813,29.8622131347656,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,714.230712890625,51.7387771606445,37.0227928161621,0.361342430114746,78.7933120727539,1.74861776828766,33.7452430725098,19.1136875152588,71.8032150268555,30.59228515625,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,30,384.100494384766,40.6376800537109,42.5058784484863,0.146543949842453,97.2743682861328,1.01008415222168,38.9128761291504,21.352502822876,79.3028869628906,32.9462280273438,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(20.3,23.8]","(64.5,max]","(23.8,max]"
0,32,570.873291015625,39.9023933410645,40.8092956542969,0.167195454239845,98.2454376220703,0.92331999540329,38.9128761291504,18.2442359924316,75.9993438720703,31.19580078125,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,373.711059570313,48.3315887451172,37.5291023254395,0.051553025841713,98.0273742675781,1.35535073280334,38.9128761291504,18.8791542053223,74.9123687744141,32.4134826660156,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,34,609.168518066406,79.2453689575195,41.2368927001953,0.189725756645203,97.5118865966797,1.00829362869263,37.9872970581055,17.5924892425537,77.2942504882813,30.8841247558594,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,637.984985351563,53.7946815490723,44.2900009155273,0.171377271413803,89.6455307006836,0.503122389316559,35.2829627990723,16.2565803527832,81.9093551635742,32.8982849121094,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,472.656097412109,82.7680435180664,47.7154502868652,0.126778781414032,84.7059326171875,0.455193042755127,34.3478469848633,14.9130115509033,81.6930923461914,33.714111328125,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,637.984985351563,53.7946815490723,44.2900009155273,0.171377271413803,89.6455307006836,0.503122389316559,35.2829627990723,16.2565803527832,81.9093551635742,32.8982849121094,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,27,652.886169433594,80.0033950805664,40.595760345459,0.172283336520195,80.5989074707031,0.771334230899811,36.3750152587891,17.3130512237549,74.1967849731445,31.481689453125,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,30,710.153381347656,67.4534225463867,39.7896881103516,0.221443951129913,96.5838851928711,0.712287664413452,35.1992912292481,16.6337013244629,78.6951141357422,30.7943725585938,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,30,696.50341796875,74.5623779296875,40.1778907775879,0.220478788018227,94.9124374389648,0.676313042640686,35.1992912292481,16.6337013244629,78.1967849731445,30.7943725585938,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,844.096618652344,38.8069648742676,35.3568572998047,0.430140912532806,38.7611274719238,1.91314494609833,37.4164886474609,19.2070446014404,70.8025588989258,29.744384765625,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,30,844.096618652344,38.8069648742676,35.3568572998047,0.430140912532806,38.7611274719238,1.91314494609833,37.4164886474609,19.2070446014404,70.8025588989258,29.744384765625,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,30,657.2548828125,90.7503662109375,42.5288276672363,0.135059088468552,57.8942413330078,0.594036042690277,34.5935096740723,17.0223445892334,80.9046173095703,32.15673828125,"[min,1.13e+03]","(86.9,95.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,798.8955078125,83.6124267578125,40.6647644042969,0.163989394903183,86.033432006836,0.699306726455689,36.3750152587891,17.5901794433594,76.9046173095703,31.6788330078125,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,657.2548828125,90.7503662109375,42.5288276672363,0.135059088468552,57.8942413330078,0.594036042690277,34.5935096740723,17.0223445892334,80.9046173095703,32.15673828125,"[min,1.13e+03]","(86.9,95.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,618.7978515625,95.5917129516602,41.5697250366211,0.228840917348862,11.2081546783447,0.730372250080109,35.6865730285645,17.005256652832,79.2028274536133,31.4473571777344,"[min,1.13e+03]","(95.5,max]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,618.7978515625,95.5917129516602,41.5697250366211,0.228840917348862,11.2081546783447,0.730372250080109,35.6865730285645,17.005256652832,79.2028274536133,31.4473571777344,"[min,1.13e+03]","(95.5,max]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,674.155090332031,68.4231414794922,39.6550788879395,0.38691058754921,77.7169799804688,0.807103455066681,34.6826705932617,17.005256652832,79.9006271362305,31.4473571777344,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,23,777.252258300781,49.0818061828613,37.8322067260742,0.321007579565048,97.9242858886719,0.956001400947571,35.8391761779785,17.3316898345947,75.5990753173828,29.6336975097656,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,661.285461425781,92.2070922851563,36.3341026306152,0.417504549026489,88.094970703125,1.49710011482239,33.7436561584473,25.1462516784668,74.0026779174805,28.7861938476563,"[min,1.13e+03]","(86.9,95.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(23.8,max]","(64.5,max]","(23.8,max]"
0,32,575.343322753906,88.9000701904297,41.2899627685547,0.344387888908386,77.5792465209961,0.757453203201294,33.1805038452148,17.2534198760986,79.0987167358399,32.4176025390625,"[min,1.13e+03]","(86.9,95.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,21,594.0966796875,98.2992477416992,41.0431060791016,0.283359080553055,24.783353805542,0.69995653629303,33.1805038452148,17.2534198760986,79.0987167358399,32.4176025390625,"[min,1.13e+03]","(95.5,max]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,29,574.386047363281,79.9127044677734,39.9101943969727,0.305389404296875,98.377197265625,0.981133341789246,33.8414878845215,24.5218276977539,78.0060195922852,31.158203125,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(23.8,max]","(64.5,max]","(23.8,max]"
0,29,637.387023925781,72.587158203125,34.4267578125,0.428424209356308,96.1800918579102,1.43941652774811,33.8414878845215,17.6675987243652,73.2981796264649,29.8014526367188,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,25,522.505004882813,45.0623092651367,35.9179306030273,0.513171195983887,94.4344100952148,0.800357818603516,31.5747241973877,23.1575679779053,78.5010147094727,32.169921875,"[min,1.13e+03]","[min,68.5]","(31.6,max]","(0.484,0.613]","(2.19,max]","[min,2.71]","[min,55.7]","(20.3,23.8]","(64.5,max]","(23.8,max]"
0,33,639.350830078125,91.9862747192383,34.5530853271484,0.43447881937027,84.9070434570313,1.13256895542145,37.9065170288086,24.5218276977539,75.2275619506836,31.158203125,"[min,1.13e+03]","(86.9,95.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(23.8,max]","(64.5,max]","(23.8,max]"
0,32,1165.73828125,35.4307708740234,37.77685546875,0.226118192076683,69.7394027709961,1.2833845615387,63.4005928039551,18.7591342926025,74.9012832641602,26.1150817871094,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,31,1297.97814941406,25.3205471038818,36.4140243530273,0.302563637495041,26.2955341339111,2.30393838882446,63.4005928039551,17.6989402770996,67.3929061889649,25.1931457519531,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,1248.81774902344,30.044713973999,37.1539077758789,0.240216672420502,51.0356826782227,1.84440290927887,63.4005928039551,18.7591342926025,73.3962478637695,26.1150817871094,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,1214.90234375,35.0918922424316,37.4915237426758,0.224386349320412,69.9985122680664,1.31085956096649,61.2255935668945,17.0516948699951,75.6951141357422,25.6781616210938,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,33,1212.74047851563,3.47941851615906,34.1792182922363,0.326643943786621,90.0526123046875,1.59383058547974,69.5307922363281,17.0516948699951,71.0974044799805,25.6781616210938,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,1133.861328125,23.2929840087891,36.8826751708984,0.280627280473709,82.2588272094727,1.30925929546356,61.2255935668945,17.0516948699951,73.2934799194336,25.6781616210938,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,1280.17724609375,31.3006629943848,36.6724624633789,0.253772735595703,27.9260234832764,2.24235463142395,63.4005928039551,18.7591342926025,69.7851028442383,26.1150817871094,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,1000.69348144531,53.8876342773438,38.5173225402832,0.232692435383797,78.8165740966797,1.53685593605042,52.8667755126953,16.939338684082,73.8025588989258,26.6719970703125,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,1161.3916015625,24.7798748016357,38.1040802001953,0.25064092874527,93.8224563598633,1.477015376091,58.7491455078125,17.8722229003906,75.602409362793,25.8632202148438,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,33,1212.66394042969,25.5951042175293,38.4715042114258,0.222319707274437,85.3174667358399,1.30158996582031,63.4005928039551,17.8722229003906,74.5937118530274,25.8632202148438,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,33,1245.00646972656,22.5525588989258,34.4325180053711,0.344477266073227,95.0924530029297,1.75132036209106,58.7491455078125,17.8722229003906,74.3088836669922,25.8632202148438,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,754.721069335938,25.6919040679932,35.0778694152832,0.368180304765701,55.3774032592774,1.48279094696045,54.0242919921875,15.2768354415894,69.5103988647461,25.2330627441406,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,33,939.107116699219,47.8405494689941,37.9064064025879,0.29388028383255,74.9681167602539,1.92937636375427,55.2841186523438,15.8980417251587,71.9993438720703,27.4742431640625,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,736.033813476563,65.6340637207031,38.3067970275879,0.266177266836166,91.592414855957,1.37423264980316,54.0242919921875,13.7265548706055,73.0026779174805,28.6501770019531,"[min,1.13e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,1168.0888671875,4.9521632194519,31.9367580413818,0.410922706127167,89.0060729980469,2.55500316619873,66.0216903686523,16.8285675048828,68.9059295654297,25.5948791503906,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,2078.90380859375,40.8607521057129,23.1358795166016,0.682859063148499,78.3862838745117,2.76188468933105,66.0216903686523,18.1389293670654,56.7031860351563,24.7129516601563,"(1.84e+03,max]","[min,68.5]","[min,26.3]","(0.678,max]","(2.19,max]","(2.71,3.81]","(65.1,72.6]","[min,18.2]","(55.4,58.3]","(23.8,max]"
0,31,1892.82373046875,56.6507530212402,26.6936130523682,0.637981832027435,27.8622550964356,2.50322341918945,68.6654739379883,18.7333717346191,63.2821235656738,23.1930541992188,"(1.84e+03,max]","[min,68.5]","(26.3,28.3]","(0.613,0.678]","(2.19,max]","[min,2.71]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,30,1457.7265625,25.2022762298584,30.0094928741455,0.483422696590424,81.8131103515625,2.41749119758606,61.2255935668945,18.5793476104736,63.9360809326172,22.0759887695313,"(1.13e+03,1.56e+03]","[min,68.5]","(28.3,31.6]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,32,1997.20068359375,20.1281471252441,26.5741405487061,0.603225767612457,82.5089721679688,2.73208165168762,66.0216903686523,18.7333717346191,60.024787902832,23.1930541992188,"(1.84e+03,max]","[min,68.5]","(26.3,28.3]","(0.484,0.613]","(2.19,max]","(2.71,3.81]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,30,1175.32153320313,3.07748436927795,37.016056060791,0.225250005722046,98.7307510375977,1.02932250499725,57.3001594543457,16.9169464111328,74.9973220825195,25.7757263183594,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","[min,18.2]","(64.5,max]","(23.8,max]"
0,30,1297.86572265625,8.32178211212158,32.94775390625,0.423245459794998,33.2580642700195,1.74344074726105,51.7485694885254,18.4066982269287,69.6924362182617,25.4530334472656,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,30,1205.03173828125,12.8698654174805,35.4391403198242,0.335922718048096,53.3919906616211,1.48594892024994,51.7485694885254,15.8547401428223,71.4956512451172,30.229736328125,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,1245.40173339844,19.3418407440186,33.3963470458984,0.456762105226517,31.7403526306152,1.58495283126831,51.7485694885254,18.4066982269287,69.3908843994141,25.4530334472656,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,32,1624.44104003906,27.8153419494629,31.2612686157227,0.409651517868042,84.5848388671875,1.61139154434204,54.9413414001465,18.1389293670654,69.6070938110352,24.7129516601563,"(1.56e+03,1.84e+03]","[min,68.5]","(28.3,31.6]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","[min,18.2]","(64.5,max]","(23.8,max]"
0,31,1178.40234375,10.8033676147461,29.7543754577637,0.489937901496887,98.3073272705078,1.64915680885315,67.40087890625,16.4690608978272,66.8246688842774,25.3835754394531,"(1.13e+03,1.56e+03]","[min,68.5]","(28.3,31.6]","(0.484,0.613]","(2.19,max]","[min,2.71]","(65.1,72.6]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,1684.11560058594,3.97552537918091,28.2041015625,0.46572270989418,98.038330078125,1.81425940990448,67.40087890625,18.4066982269287,66.6944885253906,25.4530334472656,"(1.56e+03,1.84e+03]","[min,68.5]","(26.3,28.3]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,31,995.785888671875,80.0406951904297,38.6201553344727,0.224471211433411,79.4181060791016,0.79835170507431,43.2942314147949,18.3104572296143,70.5170440673828,28.3663024902344,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(18.2,20.3]","(64.5,max]","(23.8,max]"
0,31,1465.50402832031,27.992992401123,34.3771286010742,0.341745465993881,95.1045227050781,1.98808002471924,43.2942314147949,22.0300197601318,70.6984786987305,24.6020812988281,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(20.3,23.8]","(64.5,max]","(23.8,max]"
0,31,1570.89929199219,69.3596420288086,32.5978889465332,0.349296987056732,42.9738235473633,2.34516668319702,52.9286270141602,22.0300197601318,63.1134338378906,24.6020812988281,"(1.56e+03,1.84e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","[min,55.7]","(20.3,23.8]","(58.3,64.5]","(23.8,max]"
0,31,1260.73937988281,15.5178203582764,33.16015625,0.362683326005936,88.1084136962891,2.25530624389648,61.2255935668945,18.5793476104736,68.0053329467773,22.0759887695313,"(1.13e+03,1.56e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(55.7,65.1]","(18.2,20.3]","(64.5,max]","(21.1,23.8]"
0,30,1798.53210449219,63.9564971923828,33.1054496765137,0.432842433452606,24.4396343231201,2.10525345802307,68.6654739379883,18.5793476104736,67.5776214599609,22.0759887695313,"(1.56e+03,1.84e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","(18.2,20.3]","(64.5,max]","(21.1,23.8]"
0,35,1792.19714355469,66.1831893920899,33.8565444946289,0.361633330583572,9.38129234313965,1.58312809467316,68.6654739379883,18.5793476104736,72.2068252563477,22.0759887695313,"(1.56e+03,1.84e+03]","[min,68.5]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","(18.2,20.3]","(64.5,max]","(21.1,23.8]"
0,32,2058.57958984375,78.9825592041016,28.6155071258545,0.496368169784546,27.1472263336182,2.37353801727295,57.4034805297852,19.2053565979004,60.9019088745117,19.9989624023438,"(1.84e+03,max]","(68.5,86.9]","(28.3,31.6]","(0.484,0.613]","(2.19,max]","[min,2.71]","(55.7,65.1]","(18.2,20.3]","(58.3,64.5]","(19.6,21.1]"
0,32,2107.80029296875,63.2477760314941,25.1163864135742,0.611428797245026,25.8460578918457,2.75844240188599,57.4034805297852,19.2053565979004,58.493595123291,19.9989624023438,"(1.84e+03,max]","[min,68.5]","[min,26.3]","(0.484,0.613]","(2.19,max]","(2.71,3.81]","(55.7,65.1]","(18.2,20.3]","(58.3,64.5]","(19.6,21.1]"
