n,N,elevation,improved_water,lst_day,ndvi,open_def,prec,rel_humidity,soil_moisture,soil_pH,soil_temp,elevation_cat,improved_water_cat,lst_day_cat,ndvi_cat,open_def_cat,prec_cat,rel_humidity_cat,soil_moisture_cat,soil_pH_cat,soil_temp_cat
0,32,1151.01110839844,85.825798034668,28.3090438842773,0.655718147754669,1.59060037136078,4.31159067153931,59.4021797180176,16.793270111084,57.5997314453125,25.5237121582031,"(1.13e+03,1.56e+03]","(68.5,86.9]","(28.3,31.6]","(0.613,0.678]","(0.928,2.19]","(3.81,5.14]","(55.7,65.1]","[min,18.2]","(55.4,58.3]","(23.8,max]"
0,33,951.531066894531,61.6393814086914,31.1782608032227,0.619265139102936,1.01237332820892,3.97518682479858,59.4021797180176,16.793270111084,60.5110549926758,25.5237121582031,"[min,1.13e+03]","[min,68.5]","(28.3,31.6]","(0.613,0.678]","(0.928,2.19]","(3.81,5.14]","(55.7,65.1]","[min,18.2]","(58.3,64.5]","(23.8,max]"
0,32,1297.16979980469,89.1506500244141,28.3634757995605,0.610400021076202,1.75484454631805,3.95186543464661,59.4021797180176,21.7855129241943,56.9019355773926,18.0081787109375,"(1.13e+03,1.56e+03]","(86.9,95.5]","(28.3,31.6]","(0.484,0.613]","(0.928,2.19]","(3.81,5.14]","(55.7,65.1]","(20.3,23.8]","(55.4,58.3]","[min,19.6]"
6,31,1700.93420410156,71.8640899658203,25.0011920928955,0.705768167972565,0.817235767841339,4.80605220794678,74.7591171264649,19.0196170806885,55.4983329772949,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
0,32,1479.47741699219,76.795524597168,34.4678726196289,0.48810151219368,3.60490322113037,3.45823836326599,74.7591171264649,19.0196170806885,63.1014595031738,22.7640686035156,"(1.13e+03,1.56e+03]","(68.5,86.9]","(31.6,max]","(0.484,0.613]","(2.19,max]","(2.71,3.81]","(72.6,max]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,32,1700.93420410156,71.8640899658203,25.0011920928955,0.705768167972565,0.817235767841339,4.80605220794678,74.7591171264649,19.0196170806885,55.4983329772949,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
1,32,1479.58898925781,80.784294128418,25.5715236663818,0.723518192768097,0.896294176578522,4.43539094924927,74.7591171264649,19.0196170806885,56.1020584106445,22.7640686035156,"(1.13e+03,1.56e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
1,32,788.633117675781,75.836555480957,35.325626373291,0.526750028133392,3.12076568603516,2.96244239807129,74.7591171264649,15.3133058547974,66.8978881835938,25.5465393066406,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","(0.484,0.613]","(2.19,max]","(2.71,3.81]","(72.6,max]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,735.599304199219,60.3868637084961,33.3697280883789,0.549162089824677,3.7945077419281,2.82627940177918,74.7591171264649,15.5342950820923,66.312873840332,27.0155334472656,"[min,1.13e+03]","[min,68.5]","(31.6,max]","(0.484,0.613]","(2.19,max]","(2.71,3.81]","(72.6,max]","[min,18.2]","(64.5,max]","(23.8,max]"
0,32,830.584777832031,70.4105072021484,31.2944526672363,0.651780307292938,0.786240875720978,3.16499733924866,74.7591171264649,15.5342950820923,63.6057777404785,27.0155334472656,"[min,1.13e+03]","(68.5,86.9]","(28.3,31.6]","(0.613,0.678]","(0.723,0.928]","(2.71,3.81]","(72.6,max]","[min,18.2]","(58.3,64.5]","(23.8,max]"
0,30,1419.07897949219,80.3931274414063,26.2752532958984,0.723843932151794,0.948142409324646,4.34949398040772,74.7591171264649,18.4951229095459,56.4062881469727,23.5854797363281,"(1.13e+03,1.56e+03]","(68.5,86.9]","(26.3,28.3]","(0.678,max]","(0.928,2.19]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
1,30,1419.07897949219,80.3931274414063,26.2752532958984,0.723843932151794,0.948142409324646,4.34949398040772,74.7591171264649,18.4951229095459,56.4062881469727,23.5854797363281,"(1.13e+03,1.56e+03]","(68.5,86.9]","(26.3,28.3]","(0.678,max]","(0.928,2.19]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
0,31,1848.70202636719,82.4898223876953,26.3377933502197,0.666092455387116,1.88764119148254,4.17568778991699,69.0358505249024,18.4951229095459,59.3008918762207,23.5854797363281,"(1.84e+03,max]","(68.5,86.9]","(26.3,28.3]","(0.613,0.678]","(0.928,2.19]","(3.81,5.14]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,31,1523.1943359375,85.4508361816406,31.7700386047363,0.544228792190552,3.45470428466797,3.94334721565247,69.0358505249024,19.0196170806885,62.7112045288086,22.7640686035156,"(1.13e+03,1.56e+03]","(68.5,86.9]","(31.6,max]","(0.484,0.613]","(2.19,max]","(3.81,5.14]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
1,31,1966.02697753906,74.923713684082,22.3638076782227,0.747239410877228,1.40461611747742,5.38797235488892,74.7591171264649,18.4951229095459,57.1014289855957,23.5854797363281,"(1.84e+03,max]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.928,2.19]","(5.14,max]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
5,32,1700.93420410156,71.8640899658203,25.0011920928955,0.705768167972565,0.817235767841339,4.80605220794678,74.7591171264649,19.0196170806885,55.4983329772949,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
1,32,1438.32543945313,75.549560546875,25.2772064208984,0.770156025886536,3.66442346572876,3.80909419059753,66.7812271118164,15.3133058547974,59.2068252563477,25.5465393066406,"(1.13e+03,1.56e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(2.19,max]","(2.71,3.81]","(65.1,72.6]","[min,18.2]","(58.3,64.5]","(23.8,max]"
0,32,1289.29846191406,84.2156524658203,34.5685920715332,0.427028805017471,5.19035387039185,2.61606168746948,66.7812271118164,15.3133058547974,71.5438919067383,25.5465393066406,"(1.13e+03,1.56e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","[min,18.2]","(64.5,max]","(23.8,max]"
9,32,1708.03344726563,73.1457748413086,25.4731254577637,0.707848489284515,0.768557190895081,3.72010731697083,66.7812271118164,19.0196170806885,59.1047668457031,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(2.71,3.81]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,32,1625.44458007813,71.3055953979492,24.88818359375,0.726227283477783,0.794947981834412,3.92843532562256,74.7591171264649,19.0196170806885,57.2041435241699,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
2,32,1672.61547851563,85.5317153930664,29.7677154541016,0.623210608959198,0.902060568332672,3.88557124137878,74.7591171264649,19.0196170806885,58.3082542419434,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","(28.3,31.6]","(0.613,0.678]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
2,30,1672.61547851563,85.5317153930664,29.7677154541016,0.623210608959198,0.902060568332672,3.88557124137878,74.7591171264649,19.0196170806885,58.3082542419434,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","(28.3,31.6]","(0.613,0.678]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,32,1625.44458007813,71.3055953979492,24.88818359375,0.726227283477783,0.794947981834412,3.92843532562256,74.7591171264649,19.0196170806885,57.2041435241699,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
0,32,926.568542480469,78.6408996582031,32.1281623840332,0.588696956634522,1.36749565601349,3.14557123184204,74.7591171264649,15.3133058547974,65.6144790649414,25.5465393066406,"[min,1.13e+03]","(68.5,86.9]","(31.6,max]","(0.484,0.613]","(0.928,2.19]","(2.71,3.81]","(72.6,max]","[min,18.2]","(64.5,max]","(23.8,max]"
1,32,1700.93420410156,71.8640899658203,25.0011920928955,0.705768167972565,0.817235767841339,4.80605220794678,74.7591171264649,19.0196170806885,55.4983329772949,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(55.4,58.3]","(21.1,23.8]"
4,32,1138.74536132813,77.0579071044922,40.1403923034668,0.294595450162888,8.57912063598633,2.20307159423828,66.7812271118164,19.0196170806885,73.7119140625,22.7640686035156,"(1.13e+03,1.56e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","[min,2.71]","(65.1,72.6]","(18.2,20.3]","(64.5,max]","(21.1,23.8]"
0,32,1605.51635742188,84.7342758178711,33.3578720092773,0.496475785970688,2.20053339004517,3.29259538650513,66.7812271118164,19.0196170806885,63.0047111511231,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","(31.6,max]","(0.484,0.613]","(2.19,max]","(2.71,3.81]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
2,32,1708.03344726563,73.1457748413086,25.4731254577637,0.707848489284515,0.768557190895081,3.72010731697083,66.7812271118164,19.0196170806885,59.1047668457031,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","[min,26.3]","(0.678,max]","(0.723,0.928]","(2.71,3.81]","(65.1,72.6]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
0,28,1672.61547851563,85.5317153930664,29.7677154541016,0.623210608959198,0.902060568332672,3.88557124137878,74.7591171264649,19.0196170806885,58.3082542419434,22.7640686035156,"(1.56e+03,1.84e+03]","(68.5,86.9]","(28.3,31.6]","(0.613,0.678]","(0.723,0.928]","(3.81,5.14]","(72.6,max]","(18.2,20.3]","(58.3,64.5]","(21.1,23.8]"
1,31,1332.29052734375,82.9841461181641,35.9781837463379,0.413896977901459,6.21094703674316,3.04213690757751,66.7812271118164,19.0196170806885,68.4110488891602,22.7640686035156,"(1.13e+03,1.56e+03]","(68.5,86.9]","(31.6,max]","[min,0.484]","(2.19,max]","(2.71,3.81]","(65.1,72.6]","(18.2,20.3]","(64.5,max]","(21.1,23.8]"
