cluster_number,dpt1,literate_women,pn3,vacc_card,lst_day,night_light,prec,travel_hfa_malaria_atlas,travel_time_cities,prop,N,n,lng,lat
1002,0.824438571929932,0.952816992998123,0.798988699913025,0.698477298021317,24.7963962554932,0.255957461893559,5.70935225486755,3.12269365787506,34.017936706543,100,1,1,35.227434,0.146399
1003,0.830191880464554,0.94810563325882,0.798609629273415,0.704579308629036,24.8108201026917,0.188064374029636,5.69685065746307,4.30974215269089,37.4522066116333,100,2,2,35.164758,0.11062
1004,0.822736620903015,0.955453157424927,0.799459874629974,0.690564930438995,24.9620113372803,0.309591263532639,5.60171175003052,1.81940007209778,32.4874992370606,100,1,1,35.180028,0.0950060000001
1006,0.825211505095164,0.959978063901266,0.803876181443532,0.709591567516327,26.3013413747152,0.086092139283816,5.3492865562439,2.23141670227051,30.4045995076497,50,2,1,35.312809,0.214094
1007,0.839675048987071,0.965934832890829,0.810573558012644,0.720144748687744,26.3578904469808,0.0470496738950411,5.28587706883748,6.00517892837524,36.8867301940918,66.6666666666667,3,2,35.199808,0.168118
1008,0.833656946818034,0.966592868169149,0.80870912472407,0.71925413608551,26.8589452107747,0.0572807999948661,5.09679651260376,4.1255841255188,38.4046719868978,100,1,1,34.975049,0.501577
1009,0.832090020179749,0.944144546985626,0.784419074654579,0.702165991067886,24.9591937065125,0.0499333031475544,6.27662825584412,17.3135938644409,57.4419498443604,100,2,2,35.095268,0.397376
1011,0.841515898704529,0.966447800397873,0.812395036220551,0.720899730920792,25.6797752380371,0.0471477042883635,5.59258151054382,5.57820534706116,41.8050308227539,100,3,3,35.085656,0.490658
1013,0.829163327813149,0.949116662144661,0.785762563347817,0.713246256113052,25.2009086608887,0.0980430180206895,6.76783263683319,10.921593785286,43.0695462226868,100,1,1,34.827404,-0.00110999999993
1015,0.83494071662426,0.956329926848412,0.789616763591766,0.693229198455811,28.1800293922424,0.5074343085289,5.90482032299042,1.6190579533577,10.9153683185577,100,2,2,34.937388,0.0504100000001
1016,0.838850438594818,0.941587249437968,0.79597798983256,0.7144455909729,26.2124932607015,0.0868423084417979,5.60496711730957,4.55362558364868,53.470261891683,100,1,1,34.776189946,0.00221867200003
1017,0.832836642861366,0.935783937573433,0.779704004526138,0.715524211525917,28.8604979515076,0.0634646853432059,5.35001397132874,4.23992139101028,42.5093650817871,100,6,6,35.069285,0.034461
1018,0.835431098937988,0.943360030651093,0.793180704116821,0.705154180526733,23.9349317550659,0.121943265199661,5.45538640022278,6.13815879821777,57.0698528289795,100,1,1,35.172354,-0.00328099999996
1019,0.834719260533651,0.942330042521159,0.773775060971578,0.70249217748642,27.9380861918132,0.0655139312148094,5.65212074915568,3.65370082855225,54.86572265625,100,2,2,35.271972,0.0672670000001
1020,0.833640396595001,0.956089774767558,0.758634189764659,0.709306538105011,25.0776761372884,0.071835986028115,4.56746673583984,5.81373357772827,57.5506579081218,100,5,5,35.243144,-0.086288
1021,0.832607924938202,0.951913237571716,0.762332677841187,0.709996938705444,28.1219139099121,0.115722045302391,5.02580738067627,3.19171524047852,52.1612663269043,100,2,2,35.781617,0.535593
1022,0.832206204533577,0.96006566286087,0.758879467844963,0.7083899974823,26.6027975082397,0.137888979166746,4.75212728977203,2.74417769908905,50.7663488388062,75,4,3,35.741466,0.465086
1025,0.827547967433929,0.937770962715149,0.761266648769379,0.716726183891296,25.4659309387207,0.0330316312611103,4.71460914611816,12.966178894043,104.848653157552,100,3,3,35.729839,0.487525
1026,0.837115486462911,0.929957191149394,0.773866494496664,0.693358421325684,31.8953393300374,0.0394517841438452,4.30793205897013,3.66306495666504,51.5755449930827,0,1,0,35.804146,0.30134
1027,0.835330883661906,0.794677217801412,0.777027865250905,0.696544031302134,34.8091850280762,0.0279465305308501,3.54731798171997,10.7419675191243,64.9532165527344,100,6,6,35.682914,0.486616
1028,0.839125990867615,0.948234066367149,0.7590102404356,0.71286453306675,25.6834468841553,0.0212562656961381,4.81717681884766,10.3171010017395,72.8806409835816,100,6,6,35.651968,0.952797
1029,0.838358521461487,0.958602766195933,0.757190585136414,0.710511187712351,23.2852401733398,0.0266305630405744,4.64862537384033,6.86026732126872,64.9984067281087,100,2,2,35.755595,0.577772
1030,0.84378441174825,0.932936251163483,0.766594390074412,0.708357254664103,23.9857025146484,0.0257772672921419,4.24912142753601,17.7255501747131,89.6566607157389,100,1,1,35.780902,0.63748
1031,0.835986763238907,0.823754370212555,0.764919549226761,0.657433032989502,32.8749122619629,0.00732844183221459,3.23924362659454,15.3906846046448,123.725116729736,100,6,6,35.829702,0.683178
1032,0.829048097133637,0.749726335207621,0.786762376626333,0.702853004137675,35.1609306335449,0.0109628201462328,2.73112750053406,19.0323143005371,92.8766021728516,100,1,1,35.909674,0.615437
1033,0.842729469140371,0.565837264060974,0.762468099594116,0.705622514088949,36.5250460306803,0.0306845180069407,2.20527275403341,13.3451770146688,102.68027750651,100,1,1,35.760281,1.200048
1034,0.818045228719711,0.940459638834,0.773725032806397,0.711280882358551,23.7481546401978,0.0677721593528986,4.86683249473572,5.140016913414,71.438325881958,66.6666666666667,3,2,35.973233,0.973447
1035,0.814472675323486,0.94330628712972,0.7272114555041,0.698979338010152,22.5773442586263,0.0599857171376546,4.93319495519002,14.3198366165161,70.0745595296224,50,2,1,35.732485,0.00246500000003
1037,0.819111704826355,0.950551390647888,0.798127889633179,0.707931518554688,25.7884769439697,0.194242000579834,4.5710186958313,2.51714444160461,61.3006248474121,100,1,1,35.704582,-0.0216359999999
1038,0.819111704826355,0.950551390647888,0.798127889633179,0.707931518554688,25.7884769439697,0.194242000579834,4.5710186958313,2.51714444160461,61.3006248474121,100,2,2,35.72919,0.065554
1039,0.824107795953751,0.938181906938553,0.801092386245728,0.715365305542946,27.1470708847046,0.104961880482733,4.36728525161743,2.55063927173615,64.7330207824707,100,1,1,35.727749,0.063392
1041,0.826619207859039,0.947728335857391,0.774509350458781,0.710180699825287,23.9702536265055,0.0794660424192747,4.57444794972738,8.01673690478007,58.2206217447917,100,3,3,35.851155,-0.0685179999999
1042,0.824666122595469,0.950706720352173,0.742346147696177,0.697056551774343,21.4919204711914,0.0758659802377224,5.14860852559408,7.14481687545776,55.3880704243978,100,2,2,35.579796,0.019253
1043,0.828229665756226,0.948984146118164,0.761227607727051,0.699214100837708,20.7634963989258,0.106591857969761,5.21432971954346,5.32662534713745,48.8668556213379,100,2,2,35.549454,0.0704220000001
1044,0.823752800623576,0.866101503372192,0.795877397060394,0.658504883448283,36.9203516642253,0.0271028410643339,2.49417273203532,8.31783088048299,66.3801129659017,100,4,4,35.553213,0.065273
1045,0.837437152862549,0.884475111961365,0.80895984172821,0.669922232627869,37.0080070495606,0.066483847796917,2.26265525817871,2.59712409973145,51.2418975830078,100,1,1,36.054423,0.391862
1046,0.823117236296336,0.803302586078644,0.798900961875916,0.618767261505127,30.6824086507161,0.0209251002719005,2.83468206723531,22.1328315734863,78.8810348510742,100,2,2,35.988814,0.474615
1047,0.818830847740173,0.859313706556956,0.793072521686554,0.642413437366486,37.2362899780273,0.0251255432764689,2.48769553502401,9.3197013537089,67.4392636617025,50,2,1,36.09776,0.47671
1048,0.819811090826988,0.861312195658684,0.762618348002434,0.675724655389786,34.3053712844849,0.014623143710196,3.1265504360199,20.2347497940064,91.1521778106689,100,4,4,36.077595,0.418475
1049,0.833334311842918,0.917383372783661,0.815812662243843,0.732010662555695,32.6026749610901,0.0369882583618164,3.36315381526947,5.40156489610672,52.806004524231,100,2,2,35.973446,0.3182
1050,0.829101860523224,0.949540495872498,0.806595861911774,0.720540165901184,34.3032989501953,0.103159442543983,3.32450532913208,2.52996468544006,22.1820030212402,100,1,1,35.882643,0.056592
1051,0.820279508829117,0.876043647527695,0.785336077213287,0.739274948835373,35.7170009613037,0.0198689419776201,2.87981569766998,16.60462474823,78.2230606079102,100,1,1,35.959396,-0.026334
1052,0.857018788655599,0.241877178351084,0.778757790724436,0.684201061725617,30.3467903137207,0.0058330266426007,2.68007644017537,98.3093388875326,219.548990885417,100,3,3,36.045685,0.123281
1053,0.851032644510269,0.457732371985912,0.769364580512047,0.702773109078407,27.5812253952026,0.010026684962213,3.12272298336029,35.3870940208435,245.369178771973,100,3,3,36.367999,0.867296
1054,0.788268367449443,0.928494532903036,0.796373923619588,0.720931907494863,30.9816665649414,0.120566991468271,2.9991463025411,7.51461060841878,69.0241038004557,42.8571428571429,7,3,36.334312,0.672471
1055,0.793805226683617,0.910845771431923,0.795041024684906,0.7377710044384,30.5196528434753,0.116457909345627,3.06691867113113,10.204927444458,79.4412326812744,100,3,3,37.002788,-0.206257
1056,0.792460203170776,0.936574995517731,0.796570718288422,0.7140062302351,30.6856489181519,0.343369970098138,2.88774132728577,6.70083695650101,71.4743499755859,50,2,1,36.965666,-0.174622
1057,0.806913276513418,0.939633111159007,0.799780070781708,0.746005356311798,29.9380798339844,0.0667563651998838,2.8133909702301,5.69006188710531,60.7561149597168,100,1,1,37.013385,-0.170413
1058,0.807631209492683,0.953732222318649,0.792260706424713,0.730384632945061,27.3691554069519,0.103226376697421,2.90327262878418,5.72685968875885,52.608060836792,100,1,1,36.642081,-0.103481
1059,0.805693298578262,0.952033758163452,0.802794367074966,0.71937395632267,30.6894869804382,1.25741740316153,2.47321456670761,3.50310131907463,83.3914756774902,100,2,2,36.56577,-0.056184
1060,0.805693298578262,0.952033758163452,0.802794367074966,0.71937395632267,30.6894869804382,1.25741740316153,2.47321456670761,3.50310131907463,83.3914756774902,100,1,1,37.038858,0.00311700000003
1061,0.799673775831858,0.927747805913289,0.798756062984467,0.725050787130992,30.8618367513021,0.114894500623147,2.71958923339844,7.63021993637085,103.103764851888,100,1,1,37.055549,0.011938
1062,0.806721687316895,0.951015055179596,0.805201232433319,0.709841787815094,30.1251945495606,2.36913228034973,2.587651014328,1.86385881900787,81.8717193603516,100,1,1,36.913815,-0.077684
1063,0.806721687316895,0.951015055179596,0.805201232433319,0.709841787815094,30.1251945495606,2.36913228034973,2.587651014328,1.86385881900787,81.8717193603516,50,2,1,37.06702,0.033471
1064,0.806721687316895,0.951015055179596,0.805201232433319,0.709841787815094,30.1251945495606,2.36913228034973,2.587651014328,1.86385881900787,81.8717193603516,100,2,2,37.083608,0.0230790000001
1065,0.806721687316895,0.951015055179596,0.805201232433319,0.709841787815094,30.1251945495606,2.36913228034973,2.587651014328,1.86385881900787,81.8717193603516,100,1,1,37.080303,0.0329760000001
1066,0.806721687316895,0.951015055179596,0.805201232433319,0.709841787815094,30.1251945495606,2.36913228034973,2.587651014328,1.86385881900787,81.8717193603516,100,3,3,37.075807,0.0274150000001
1067,0.818187862634659,0.861859768629074,0.795677304267883,0.732905924320221,32.3673152923584,0.0179301351308823,2.41306114196777,56.2590808868408,153.770179748535,100,4,4,37.080109,0.02092
1069,0.806079089641571,0.935537606477737,0.791878536343575,0.704809978604317,28.5559177398682,1.8381809592247,2.71593135595322,4.98561835289002,95.6405906677246,66.6666666666667,3,2,37.192923,0.0997850000001
1070,0.84886779387792,0.567393720149994,0.783334871133169,0.71268113454183,34.4467786153158,0.0259668529033661,1.83095161120097,16.0067958831787,221.856816609701,100,3,3,37.148253,0.0492
1071,0.81994769970576,0.885880668958028,0.802019337813059,0.716190735499064,32.1844393412272,0.0406610369682312,2.90607571601868,11.6133111317952,74.889757792155,50,6,3,36.993868,0.529548
1072,0.815102875232697,0.939711968104045,0.795141637325287,0.715847412745158,27.6728121439616,0.0451217380662759,3.22787515322367,6.18477217356364,47.3454081217448,100,2,2,36.460511,0.297691
1073,0.8294597864151,0.793263852596283,0.80780491232872,0.714350655674934,32.8377246856689,0.0199150093831122,2.13894027471542,15.8701654672623,140.784809112549,100,3,3,36.401766,0.234088
1074,0.813192516565323,0.919079959392548,0.804264545440674,0.743037283420563,32.0718746185303,0.0529587846249342,2.33633553981781,9.41942191123962,54.9502506256104,100,1,1,36.519692,0.498689
1075,0.820519685745239,0.876786470413208,0.80239063501358,0.708926975727081,33.6183395385742,0.177954629063606,2.5329532623291,12.3890018463135,67.5551681518555,100,2,2,36.615844,0.066042
1076,0.818734963734945,0.88137169679006,0.79994265238444,0.719015141328176,32.7884826660156,0.0395352300256491,2.67756120363871,19.0767040252686,86.6647389729818,50,2,1,36.538715,0.274139
1077,0.826991140842438,0.884637892246246,0.801147997379303,0.719216957688332,31.0737986564636,0.0432330360636115,2.70030522346497,8.06495970487595,94.5689964294434,100,2,2,36.48775,0.316742
1078,0.819125076135,0.935706396897634,0.78554900487264,0.723758002122243,27.1946678161621,0.0341356173157692,3.76913094520569,8.64235210418701,55.2435607910156,100,1,1,36.426731,0.409391
1079,0.813541233539581,0.94881996512413,0.7862738519907,0.723376020789146,26.6926512718201,0.0696459617465735,3.54069417715073,7.91042363643646,49.653980255127,100,1,1,36.308713,0.300054
1080,0.814065873622894,0.913567721843719,0.800703883171082,0.738419989744822,31.5836976369222,0.029019204278787,2.43967954317729,6.99376249313355,52.9234924316406,66.6666666666667,3,2,36.331659,0.186438
1081,0.828882947564125,0.918381080031395,0.797031596302986,0.715109959244728,27.9833493232727,0.0894568292424083,3.30107498168945,5.57451188564301,63.2726335525513,100,1,1,36.578368,0.078539
1084,0.813178718090057,0.952810704708099,0.800933599472046,0.709753692150116,24.8137302398682,0.208647847175598,3.68677711486816,4.07294654846191,26.9832935333252,100,1,1,36.310961,0.041051
1085,0.808493256568909,0.959275901317596,0.788911581039429,0.695883452892304,26.09130859375,0.593510508537293,3.60248875617981,3.05687189102173,31.4157180786133,100,1,1,36.321935,0.0357730000001
1086,0.807677328586578,0.960568234324455,0.790419906377792,0.698171839118004,25.9710297584534,1.00615002959967,3.4354887008667,3.65809363126755,32.8499841690064,0,2,0,36.353275,0.062328
1087,0.810738727450371,0.956199571490288,0.794941127300263,0.702246502041817,25.6715378761292,0.925221480429173,3.60564637184143,3.81598508358002,29.9419393539429,100,2,2,36.376644,0.0412630000001
1088,0.834029600024223,0.884875044226646,0.79422228038311,0.724626079201698,28.5378413200378,0.108336912468076,3.16497820615768,10.8105366826057,72.46875,100,1,1,36.347361,0.040328
1089,0.832920908927918,0.959421396255493,0.800968110561371,0.714363753795624,32.5212287902832,1.31479465961456,2.21796488761902,5.1449236869812,24.9372158050537,66.6666666666667,3,2,36.100509,-0.586538
1090,0.82183825969696,0.949089244008064,0.761745318770409,0.706266224384308,23.8954544067383,0.0916560962796211,4.47128582000732,10.6611794233322,55.5610904693604,87.5,8,7,36.320862,-0.509837
1091,0.830841382344564,0.935116946697235,0.804220338662466,0.722673197587331,24.9328969319661,0.0578858032822609,4.3502033551534,4.7572390238444,70.6815567016602,100,1,1,35.652868,-0.0949479999999
