school_id,lng,lat,school,county,subcounty,n,N,prev
103,39.4820785522461,-3.69369173049927,Mnazimwenga,Kilifi,Kaloleni,0,49,0
104,39.934268951416,-3.20550489425659,Mongotini,Kilifi,Malindi,1,60,1.66666666666667
105,39.8504409790039,-3.6295473575592,Mtaani,Kilifi,Kilifi North,0,50,0
106,39.7428512573242,-3.81039333343506,Mto Mkuu,Kilifi,Kilifi South,1,39,2.56410256410256
107,39.8687133789062,-3.57877612113953,Mtondia,Kilifi,Kilifi North,10,50,20
108,40.140380859375,-2.70146417617798,Mtoroni,Kilifi,Magarini,1,49,2.04081632653061
109,39.7940483093262,-3.55572843551636,Mtsanganyiko,Kilifi,Kilifi North,1,30,3.33333333333333
110,39.5739631652832,-3.92449808120728,Muelei,Kilifi,Rabai,5,53,9.43396226415094
111,40.1728401184082,-2.81261944770813,Muyu Wa Kae,Kilifi,Magarini,0,49,0
112,39.7830924987793,-3.69368171691895,Mwakuhenga,Kilifi,Kilifi North,2,47,4.25531914893617
113,39.4958381652832,-3.668288230896,Mwakwala,Kilifi,Ganze,0,47,0
114,39.6893463134766,-3.8639349937439,Mwanawiji,Kilifi,Kaloleni,3,54,5.55555555555556
115,39.6249732971191,-3.83999562263489,Mwandodo,Kilifi,Rabai,1,40,2.5
116,40.0499114990234,-3.14551496505737,Mwangatini,Kilifi,Magarini,1,54,1.85185185185185
117,39.6682662963867,-3.76452493667603,Mwangaza,Kilifi,Kilifi South,0,53,0
118,39.692741394043,-3.80002856254578,Mwarakaya,Kilifi,Kilifi South,0,44,0
119,39.9630355834961,-3.31506657600403,Mzizima,Kilifi,Kilifi North,0,50,0
120,40.1095695495605,-3.22470474243164,Ngala,Kilifi,Malindi,1,50,2
121,39.8624153137207,-3.51353883743286,Ngerenya,Kilifi,Kilifi North,0,50,0
122,39.6206932067871,-3.82016491889954,Ngome,Kilifi,Kaloleni,2,50,4
123,39.7886734008789,-3.65472340583801,Nzombere,Kilifi,Kilifi North,0,49,0
124,39.5291404724121,-3.63543844223022,Nzovuni,Kilifi,Ganze,0,45,0
125,40.0899887084961,-3.17233490943909,Oasis Academy,Kilifi,Magarini,0,50,0
126,39.8447723388672,-3.63396525382996,Old Ferry,Kilifi,Kilifi North,1,49,2.04081632653061
127,39.6076469421387,-3.62365674972534,Palakumi,Kilifi,Ganze,0,49,0
128,39.6377105712891,-3.88891816139221,Pendeza,Kilifi,Rabai,1,59,1.69491525423729
129,39.5566520690918,-3.95742607116699,Pipeline,Kilifi,Rabai,3,58,5.17241379310345
130,39.9051055908203,-3.43818497657776,Roka,Kilifi,Kilifi North,1,59,1.69491525423729
131,39.4982795715332,-3.63923668861389,Shaka,Kilifi,Ganze,0,50,0
132,40.9134788513184,-2.29332494735718,Shella,Kilifi,Malindi,4,50,8
133,40.0595397949219,-2.97916674613953,Shomela,Kilifi,Magarini,1,54,1.85185185185185
134,40.1126441955566,-2.90706992149353,Sogorosa,Kilifi,Magarini,0,55,0
135,40.0635986328125,-3.13396835327148,Songerako,Kilifi,Magarini,0,60,0
136,39.7822914123535,-3.47070670127869,Sosola Juu,Kilifi,Ganze,0,41,0
137,40.0449371337891,-3.29531168937683,Soyosoyo,Kilifi,Kilifi North,2,54,3.7037037037037
138,39.7570991516113,-3.95149493217468,Steps Academy,Kilifi,Kilifi South,1,25,4
139,40.1025733947754,-3.24992656707764,Takaye,Kilifi,Malindi,1,50,2
140,39.8529396057129,-3.53748559951782,Tezo,Kilifi,Kilifi North,0,50,0
141,39.6616706848145,-3.64257001876831,Tsanzuni,Kilifi,Ganze,0,50,0
142,39.7743873596191,-3.28661489486694,Usafi,Kilifi,Ganze,0,54,0
143,39.5395088195801,-3.94172501564026,Uwanja Wa Ndege,Kilifi,Rabai,2,60,3.33333333333333
144,39.9387664794922,-3.41162490844727,Uyombo,Kilifi,Kilifi North,1,60,1.66666666666667
145,39.6212158203125,-3.84038496017456,Vishakani,Kilifi,Kaloleni,1,53,1.88679245283019
146,39.9834671020508,-3.01263332366943,Vitunguni,Kilifi,Magarini,0,60,0
147,39.5926322937012,-3.81808662414551,Waa,Kilifi,Kaloleni,0,50,0
148,40.0003280639648,-2.9616117477417,Waresa,Kilifi,Magarini,0,52,0
149,40.0130348205566,-3.3528516292572,Watamu,Kilifi,Kilifi North,7,53,13.2075471698113
150,39.7201690673828,-3.75042843818665,Ziani,Kilifi,Kilifi South,0,48,0
151,37.7623481750488,-3.26614665985107,Ziwani,Kilifi,Magarini,0,46,0
152,39.8514060974121,-3.59317326545715,Mwezangombe,Kilifi,Kilifi North,0,49,0
153,39.0162239074707,-4.23687505722046,Bidinimole,Kwale,Lunga Lunga,0,55,0
154,39.6071853637695,-4.02197504043579,Bokole,Kwale,Kinango,3,50,6
155,39.6040000915527,-4.12850999832153,Bombo,Kwale,Matuga,0,50,0
156,39.1686859130859,-4.5803279876709,Bondeni A,Kwale,Lunga Lunga,0,51,0
157,39.5530853271484,-4.28616523742676,Bongwe,Kwale,Msambweni,4,29,13.7931034482759
158,39.2699089050293,-4.49467849731445,Bumbuni,Kwale,Lunga Lunga,1,51,1.96078431372549
159,39.0713882446289,-4.12787008285522,Busa,Kwale,Kinango,1,48,2.08333333333333
160,39.5720825195312,-4.22243022918701,Chai,Kwale,Matuga,0,49,0
161,39.3673934936523,-3.85857510566711,Chigombero A,Kwale,Kinango,0,51,0
162,39.5042495727539,-4.20359182357788,Chirimani,Kwale,Matuga,2,50,4
163,39.4930000305176,-4.03993368148804,Chizini,Kwale,Kinango,0,57,0
164,39.5778312683105,-4.24736833572388,Chongolo,Kwale,Matuga,3,49,6.12244897959184
165,39.2965431213379,-4.14291572570801,Chongomundu,Kwale,Kinango,0,50,0
166,39.3678016662598,-3.78875160217285,Deri,Kwale,Kinango,1,49,2.04081632653061
167,39.4252548217773,-4.49941158294678,Fahamuni,Kwale,Msambweni,9,50,18
168,39.5365600585938,-3.97046875953674,Fulugani,Kwale,Kinango,0,50,0
169,39.2066650390625,-4.41526508331299,Gandini,Kwale,Lunga Lunga,0,51,0
170,39.2066650390625,-4.41526508331299,Gandini,Kwale,Kinango,0,52,0
171,39.3172760009766,-4.07934331893921,Gede,Kwale,Kinango,0,49,0
172,39.1125144958496,-4.004798412323,Kariaka,Kwale,Kinango,1,49,2.04081632653061
173,39.636173248291,-4.02753639221191,Kibarani,Kwale,Matuga,5,51,9.80392156862745
174,39.5658264160156,-4.28472328186035,Kilolapwa,Kwale,Msambweni,0,45,0
175,39.5069313049316,-4.35647392272949,Kilole,Kwale,Msambweni,12,49,24.4897959183673
176,39.5866470336914,-4.23089838027954,Kirudi,Kwale,Matuga,0,50,0
177,39.6069221496582,-4.12180662155151,Kiteje-Ziwani,Kwale,Matuga,9,50,18
178,39.2470092773438,-4.03297519683838,Kituu,Kwale,Kinango,0,43,0
179,39.211498260498,-4.60647439956665,Kiwegu C,Kwale,Lunga Lunga,0,52,0
180,39.314567565918,-4.35269832611084,Lukore,Kwale,Matuga,0,53,0
181,39.5253105163574,-4.0536003112793,Lutsangani,Kwale,Kinango,0,49,0
182,39.5253105163574,-4.0536003112793,Lutsangani,Kwale,Kinango,0,50,0
183,39.1261672973633,-4.15019845962524,Maphanga,Kwale,Kinango,0,39,0
184,39.474048614502,-4.38072299957275,Magaoni,Kwale,Msambweni,2,47,4.25531914893617
185,39.558177947998,-4.30178356170654,Magutu,Kwale,Msambweni,4,50,8
186,39.4308815002441,-4.31527519226074,Majimboni,Kwale,Matuga,0,54,0
187,39.2443046569824,-3.9855785369873,Makamini,Kwale,Kinango,0,42,0
188,39.0926704406738,-4.55186653137207,Makwenyeni,Kwale,Lunga Lunga,2,56,3.57142857142857
189,39.5565147399902,-4.32340335845947,Malalani,Kwale,Msambweni,5,49,10.2040816326531
190,39.252010345459,-4.55560398101807,Mangawani,Kwale,Lunga Lunga,0,38,0
191,39.2303848266602,-4.49442481994629,Marenje,Kwale,Lunga Lunga,0,51,0
192,39.4598579406738,-3.93553352355957,Maweu,Kwale,Kinango,0,50,0
193,39.3157005310059,-4.02463150024414,Mbujani,Kwale,Kinango,1,42,2.38095238095238
194,39.5300445556641,-4.29499340057373,Mbuwani,Kwale,Msambweni,3,48,6.25
195,39.5887184143066,-4.16403007507324,Mbweka,Kwale,Matuga,1,43,2.32558139534884
196,39.2531280517578,-4.2571849822998,Miamba,Kwale,Matuga,0,50,0
197,39.3120002746582,-4.17515659332275,Miatsani,Kwale,Matuga,0,48,0
198,39.0020217895508,-4.50624227523804,Mikameni,Kwale,Lunga Lunga,0,50,0
199,39.446361541748,-4.48336172103882,Milalani,Kwale,Msambweni,4,51,7.84313725490196
200,39.43212890625,-4.42733812332153,Mivumoni,Kwale,Msambweni,4,50,8
201,39.5092239379883,-3.99171161651611,Miyani,Kwale,Kinango,0,50,0
202,39.1420249938965,-4.20020818710327,Mkangombe A,Kwale,Kinango,0,45,0
203,39.2587051391602,-4.30436658859253,Mkomba,Kwale,Matuga,1,45,2.22222222222222
204,39.3843994140625,-4.59253549575806,Mkuyuni,Kwale,Lunga Lunga,0,50,0
205,39.5643424987793,-4.29287004470825,Mkwakwani,Kwale,Msambweni,1,48,2.08333333333333
206,39.2300872802734,-4.37396669387817,Mnyalatsoni,Kwale,Matuga,0,54,0
