county,subcounty,ward,school,school_id,lng,lat,n,N,prev
West Pokot,Sigor,Lomut,Annet,4150411,35.5994437,1.3167,0,32,0
West Pokot,Sigor,Lomut,Sakata Primary School And Ecd,4150412,35.5710866,1.4120231,0,27,0
West Pokot,Sigor,Lomut,Lomut,4150413,35.5526189,1.4125958,0,32,0
West Pokot,Sigor,Masool,Kadungdung Primary,4150421,35.527785,1.5613108,0,32,0
West Pokot,Sigor,Masool,Kangisha,4150422,35.5129461,1.5169187,0,30,0
West Pokot,Sigor,Masool,Moi Masol,4150423,35.5474667,1.6183189,1,32,3
West Pokot,Sigor,Masool,Sekerot,4150424,35.7807729,1.2817047,0,32,0
West Pokot,Sigor,Sekerr,Sarmach,4150431,35.4476816,1.7862281,0,32,0
West Pokot,Sigor,Sekerr,Marich Pass Rce,4150432,35.4078099,1.5067496,0,32,0
West Pokot,Sigor,Sekerr,Mbara Pri,4150433,35.4069716,1.4922407,0,32,0
West Pokot,Sigor,Sekerr,Cheptem,4150434,35.4923987,1.7026372,0,32,0
West Pokot,Sigor,Weiwei,Sangat Pri,4150442,35.449944,1.532805,0,32,0
West Pokot,Sigor,Weiwei,Kokwotendwo Pri,4150443,35.5058112,1.4604938,0,32,0
West Pokot,Sigor,Weiwei,Endow,4150444,35.4805784,1.347688,3,31,10
Baringo,Baringo Central,Ewalel/Chapchap,Moi Teachers,4160111,35.7860385,0.5479608,0,30,0
Baringo,Baringo Central,Ewalel/Chapchap,Chebunyur Pri,4160112,35.7816367,0.539498,0,31,0
Baringo,Baringo Central,Ewalel/Chapchap,Rosobet,4160113,35.7785589,0.5638513,0,30,0
Baringo,Baringo Central,Kabarnet,Aic Salawa Primary,4160121,35.6634488,0.4967138,0,30,0
Baringo,Baringo Central,Kabarnet,Kapsigorian,4160122,35.7079279,0.4747551,0,30,0
Baringo,Baringo Central,Kabarnet,Kipsoit,4160123,35.6506879,0.5158494,0,31,0
Baringo,Baringo Central,Kapropita,Kiptilit,4160131,35.7662163,0.4887998,0,30,0
Baringo,Baringo Central,Kapropita,Kurumbopsoo,4160132,35.677035,0.4233336,0,30,0
Baringo,Baringo Central,Kapropita,Riwo,4160133,35.7664598,0.5109304,0,30,0
Baringo,Baringo Central,Sacho,Koyorus,4160141,35.7859931,0.3979472,0,28,0
Baringo,Baringo Central,Sacho,Kabasis D B,4160142,35.7876333,0.4341205,0,30,0
Baringo,Baringo Central,Sacho,Sacho Primary,4160143,35.7975938,0.407093,0,30,0
Baringo,Baringo Central,Tenges,Cheplongon,4160151,35.7328913,0.31428,0,30,0
Baringo,Baringo Central,Tenges,Kaseret Primary School,4160152,35.7705781,0.2686841,0,30,0
Baringo,Baringo Central,Tenges,Katkamuma Primary,4160153,35.8547766,0.2813539,0,30,0
Baringo,Baringo North,Bartabwa,Kabilany,4160211,35.8074224,0.7580811,0,22,0
Baringo,Baringo North,Bartabwa,Atiar,4160212,35.7900173,0.7985015,0,22,0
Baringo,Baringo North,Bartabwa,Bartabwa Pri,4160213,35.8098995,0.8383703,0,22,0
Baringo,Baringo North,Barwessa,Kipkolong,4160222,35.6769482,0.7298651,0,22,0
Baringo,Baringo North,Barwessa,Siboo,4160223,35.7129979,0.6392545,0,22,0
Baringo,Baringo North,Barwessa,Bartogo,4160224,35.6991464,0.6562523,0,22,0
Baringo,Baringo North,Kabartonjo,Kabartonjo Pri,4160231,35.7924772,0.6274658,0,22,0
Baringo,Baringo North,Kabartonjo,Bossei Pri,4160232,35.7867434,0.6790116,0,22,0
Baringo,Baringo North,Kabartonjo,Kapkiamo Pri,4160233,35.7797692,0.6584559,0,22,0
Baringo,Baringo North,Saimo/Kipsaraman,Tirimionin,4160241,35.8188468,0.6560329,0,23,0
Baringo,Baringo North,Saimo/Kipsaraman,Poi Pri,4160242,35.810533,0.738614,0,22,0
Baringo,Baringo North,Saimo/Kipsaraman,Kapkoiwo,4160243,35.7980911,0.7278373,0,22,0
Baringo,Baringo North,Saimo/Kipsaraman,Kasok,4160244,35.8149101,0.7228578,0,22,0
Baringo,Baringo North,Saimo/Soi,Koiboware,4160251,35.9017608,0.6911291,0,22,0
Baringo,Baringo North,Saimo/Soi,Chebarsiet,4160252,35.9257436,0.576109,0,22,0
Baringo,Baringo North,Saimo/Soi,Sibilo,4160253,35.8984943,0.7012383,0,22,0
Baringo,Baringo North,Saimo/Soi,Kipcherere,4160254,35.8558061,0.5952319,0,22,0
Baringo,Baringo South,Ilchamus,Ildepe Primary,4160311,36.0025984,0.5884329,0,32,0
Baringo,Baringo South,Ilchamus,Kailer,4160312,36.0713837,0.4117065,0,32,0
Baringo,Baringo South,Ilchamus,Leswaa,4160313,36.0216297,0.5454287,0,32,0
Baringo,Baringo South,Marigat,Kapkuikui,4160321,36.0444,0.3706025,0,32,0
Baringo,Baringo South,Marigat,Sabor,4160322,35.8602044,0.4084948,0,32,0
Baringo,Baringo South,Marigat,Samburi Primary,4160323,35.9798392,0.5149268,1,32,3
Baringo,Baringo South,Marigat,Parkerra Primary School,4160324,36.031365,0.4699153,0,32,0
Baringo,Baringo South,Mochongoi,Tembererwe Primary,4160331,36.0526433,0.4019916,0,32,0
Baringo,Baringo South,Mochongoi,Mwenge,4160332,36.2138483,0.4263567,0,32,0
Baringo,Baringo South,Mochongoi,Chebinyiny,4160333,36.2247853,0.2554531,0,32,0
Baringo,Baringo South,Mochongoi,Tuiyotich (Mochongoi),4160334,36.2510266,0.3444025,0,32,0
Baringo,Baringo South,Mukutani,Lorrok,4160341,36.1046816,0.49016,0,32,0
Baringo,Baringo South,Mukutani,Arabal,4160342,36.1045514,0.5317461,0,32,0
Baringo,Baringo South,Mukutani,Chemorongion,4160343,36.0810385,0.4485833,0,32,0
Baringo,Baringo South,Mukutani,Mukutani,4160344,36.1218532,0.5492822,0,32,0
Baringo,Eldama Ravine,Koibatek,Orinie,4160411,35.8670574,-0.052113,0,30,0
Baringo,Eldama Ravine,Koibatek,Kanjulul,4160412,35.8303105,-0.0257193,0,30,0
Baringo,Eldama Ravine,Lembus,Boito Pri,4160421,35.5321767,0.0246833,0,30,0
Baringo,Eldama Ravine,Lembus,Seguton Primary,4160422,35.5638547,0.0457415,0,30,0
Baringo,Eldama Ravine,Lembus,Sigowet (Lembus),4160423,35.5495178,0.0392248,0,30,0
Baringo,Eldama Ravine,Lembus Kwen,Kipkuyang,4160431,35.7114116,0.1096053,0,30,0
Baringo,Eldama Ravine,Lembus Kwen,Chemususu,4160432,35.6461239,0.08965,0,30,0
Baringo,Eldama Ravine,Lembus/Perkerra,Kimamoi Pri,4160441,35.8086143,0.037214,0,30,0
Baringo,Eldama Ravine,Lembus/Perkerra,Chepnes Primary,4160442,35.8431915,0.0857637,0,30,0
Baringo,Eldama Ravine,Lembus/Perkerra,Mochongoi,4160443,35.7506065,0.0216106,1,25,4
Baringo,Eldama Ravine,Mumberes/Maji Mazuri,Tebeswet Primary,4160451,35.6053239,-0.0015892,0,30,0
Baringo,Eldama Ravine,Mumberes/Maji Mazuri,St. Josephs Makutano,4160452,35.6517441,-0.0593709,3,30,10
Baringo,Eldama Ravine,Ravine,Koibatek,4160461,35.7315841,0.0497659,0,30,0
Baringo,Eldama Ravine,Ravine,Green View,4160462,35.7277311,0.0431406,0,30,0
Baringo,Eldama Ravine,Ravine,Kabiyet,4160463,35.7287698,0.0016752,1,30,3
Baringo,Mogotio,Emining,Kapcheluguny,4160511,35.9004557,0.1092958,0,30,0
Baringo,Mogotio,Emining,Kabarbesi,4160512,35.9250006,0.155306,0,30,0
Baringo,Mogotio,Emining,Oterit,4160513,35.9340319,0.1096662,0,30,0
Baringo,Mogotio,Emining,Kures,4160514,35.9148686,0.0915624,0,30,0
Baringo,Mogotio,Emining,Kabogor,4160515,35.8518968,0.189097,0,30,0
Baringo,Mogotio,Kisanana,Emsos,4160521,36.0993344,0.1640626,0,30,0
Baringo,Mogotio,Kisanana,Molosirwe,4160522,35.957586,0.127762,0,30,0
Baringo,Mogotio,Kisanana,Kitecho,4160523,36.1025046,0.1027269,0,30,0
Baringo,Mogotio,Kisanana,Olkokwe,4160524,36.1160407,0.1387534,0,30,0
Baringo,Mogotio,Kisanana,Kibotany,4160525,36.0328359,0.0377993,0,30,0
Baringo,Mogotio,Mogotio,Mogotio Pr,4160531,35.9606778,-0.0179888,1,30,3
Baringo,Mogotio,Mogotio,Esageri,4160532,35.8306797,0.019136,0,30,0
Baringo,Mogotio,Mogotio,Lombala,4160533,35.8165762,0.1049815,0,30,0
Baringo,Mogotio,Mogotio,St Mary S,4160534,35.9564955,-0.0216672,0,30,0
Baringo,Mogotio,Mogotio,Lomanira,4160535,35.9449939,0.0171095,0,30,0
Bomet,Bomet Central,Chesoen,Kamogoso,4170111,35.2612798,-0.6956279,15,32,47
Bomet,Bomet Central,Chesoen,Sibayian,4170112,35.3114923,-0.6995252,1,32,3
Bomet,Bomet Central,Chesoen,Kimargis,4170113,35.2921817,-0.6811185,4,32,12
Bomet,Bomet Central,Mutarakwa,Solyot,4170121,35.247168,-0.7961921,2,32,6
Bomet,Bomet Central,Mutarakwa,Kiptergekyan,4170122,35.2414886,-0.7552868,5,33,15
Bomet,Bomet Central,Mutarakwa,Chingondi,4170123,35.2980846,-0.7486055,11,31,35
Bomet,Bomet Central,Ndaraweta,Mogoiwet,4170131,35.3773917,-0.6636239,10,32,31
Bomet,Bomet Central,Ndaraweta,Tagaruto,4170132,35.3961955,-0.6978963,6,31,19
Bomet,Bomet Central,Ndaraweta,Boongo,4170133,35.3961297,-0.6979746,2,32,6
Bomet,Bomet Central,Silibwet Township,Njerian,4170141,35.3695767,-0.7566133,2,32,6
Bomet,Bomet Central,Silibwet Township,Chematich,4170142,35.3357412,-0.7383364,5,33,15
Bomet,Bomet Central,Silibwet Township,Bomet Township,4170143,35.3373052,-0.7815745,2,32,6
Bomet,Bomet Central,Singorwet,Kitoben,4170151,35.4075787,-0.7351804,0,32,0
Bomet,Bomet Central,Singorwet,Kabungut,4170152,35.318375,-0.7304833,1,32,3
Bomet,Bomet Central,Singorwet,Semoi,4170153,35.4065644,-0.7187418,1,32,3
Bomet,Bomet East,Chemaner,Mangoita,4170211,35.5381551,-0.7873901,0,30,0
Bomet,Bomet East,Chemaner,Tabaita,4170212,35.4940351,-0.7905564,9,32,28
Bomet,Bomet East,Chemaner,Kipkoligo,4170213,35.4774416,-0.8327143,0,32,0
Bomet,Bomet East,Kembu,Kongotik,4170221,35.3974904,-0.8272605,0,32,0
Bomet,Bomet East,Kembu,Kipyosit,4170222,35.4805183,-0.764355,2,31,6
Bomet,Bomet East,Kembu,Kesebek,4170223,35.4282778,-0.8631334,4,32,12
Bomet,Bomet East,Kipreres,Mengit,4170231,35.3715104,-0.9605752,0,32,0
Bomet,Bomet East,Kipreres,Kalyet,4170232,35.4221868,-0.9128016,0,31,0
Bomet,Bomet East,Kipreres,Ndubai,4170233,35.3779279,-0.8949276,0,31,0
Bomet,Bomet East,Longisa,Olngoswet,4170241,35.4049824,-0.8709856,0,31,0
Bomet,Bomet East,Longisa,Kugunoi,4170242,35.3869917,-0.8710204,0,31,0
Bomet,Bomet East,Longisa,Chepkirib,4170243,35.3700527,-0.8652157,0,32,0
Bomet,Bomet East,Merigi,Chemomul,4170251,35.3535436,-0.7741425,0,32,0
Bomet,Bomet East,Merigi,Motoimet,4170252,35.4274833,-0.7529865,1,32,3
Bomet,Bomet East,Merigi,Menet,4170253,35.4516898,-0.7601042,0,31,0
Bomet,Chepalungu,Chebunyo,Kaptorokwo,4170311,35.2380313,-0.9837308,0,34,0
Bomet,Chepalungu,Chebunyo,Siroriondo,4170312,35.1892664,-0.9240432,0,33,0
Bomet,Chepalungu,Chebunyo,Borut,4170313,35.2018783,-1.0015733,0,33,0
Bomet,Chepalungu,Kong Asis,Kiriba,4170321,35.2701152,-0.8209728,3,32,9
Bomet,Chepalungu,Kong Asis,Cheborian,4170322,35.2133683,-0.8214625,0,32,0
Bomet,Chepalungu,Kong Asis,Kimaya,4170323,35.2635467,-0.8828235,0,33,0
Bomet,Chepalungu,Nyangores,Cheboriot,4170331,35.3267162,-0.8237894,1,32,3
Bomet,Chepalungu,Nyangores,Kisabita,4170332,35.3598484,-0.792095,0,32,0
Bomet,Chepalungu,Nyangores,Kapsio,4170333,35.265036,-0.7958884,0,32,0
Bomet,Chepalungu,Sigor,Kosia,4170341,35.2789215,-1.0052809,0,32,0
Bomet,Chepalungu,Sigor,Kipkeigei,4170342,35.2859983,-0.9499367,0,32,0
Bomet,Chepalungu,Sigor,Sugumerga,4170343,35.3328466,-0.9030595,0,32,0
Bomet,Chepalungu,Siongiroi,Kapoleseroi,4170351,35.1814973,-0.8742624,1,32,3
Bomet,Chepalungu,Siongiroi,Atebwo,4170352,35.1977575,-0.8941182,0,32,0
Bomet,Chepalungu,Siongiroi,Kipsuter,4170353,35.2412082,-0.9240249,0,32,0
Bomet,Konoin,Boito,Kamagomon,4170411,35.3211768,-0.578488,0,32,0
Bomet,Konoin,Boito,Chemelet,4170412,35.2151526,-0.5646178,13,31,42
Bomet,Konoin,Boito,Kabiangek,4170413,35.2050614,-0.581151,6,31,19
Bomet,Konoin,Chepchabas,Tenduet,4170421,35.2894856,-0.5000984,8,32,25
Bomet,Konoin,Chepchabas,Lelsa,4170422,35.235644,-0.488818,1,30,3
Bomet,Konoin,Chepchabas,Cheptabes,4170423,35.2555004,-0.4792737,4,32,12
Bomet,Konoin,Embomos,Sach Kobor,4170431,35.2872863,-0.6402763,2,31,6
Bomet,Konoin,Embomos,Kugerwet,4170432,35.3621652,-0.644468,8,31,26
Bomet,Konoin,Embomos,Kiptenden,4170433,35.3276795,-0.6431247,5,31,16
Bomet,Konoin,Kimulot,Chebwongo,4170441,35.257747,-0.541259,14,31,45
Bomet,Konoin,Kimulot,Kapsengere,4170442,35.2899247,-0.529056,10,31,32
Bomet,Konoin,Kimulot,Nyoikino,4170443,35.2910286,-0.536589,15,32,47
Bomet,Konoin,Mogogosiek,Nyekesu,4170451,35.261148,-0.6139851,6,32,19
Bomet,Konoin,Mogogosiek,Rerendet,4170452,35.3007017,-0.6197765,1,32,3
Bomet,Konoin,Mogogosiek,Kimori Aic,4170453,35.2714785,-0.6314562,10,31,32
Bomet,Sotik,Chemagel,Simbi,4170511,35.0641268,-0.7093809,0,34,0
Bomet,Sotik,Chemagel,Kipajit,4170512,35.1182886,-0.7188433,2,32,6
Bomet,Sotik,Chemagel,Kapchepkoro,4170513,35.1229771,-0.6785937,12,33,36
Bomet,Sotik,Kapletundo,Kimolwet,4170521,35.1827733,-0.6938933,11,33,33
Bomet,Sotik,Kapletundo,Kaboruso Koluu,4170522,35.2348218,-0.6670599,11,32,34
Bomet,Sotik,Kapletundo,Siroin,4170523,35.254662,-0.6737083,6,32,19
Bomet,Sotik,Kipsonoi,Chebole,4170531,35.2146017,-0.746115,0,32,0
Bomet,Sotik,Kipsonoi,Kapchepkosiom,4170532,35.1743756,-0.7424735,0,32,0
Bomet,Sotik,Kipsonoi,Kinyelwet,4170533,35.1528945,-0.7726195,1,32,3
Bomet,Sotik,Ndanai/Abosi,Kamugeno,4170541,35.105232,-0.8406838,4,32,12
Bomet,Sotik,Ndanai/Abosi,Tabarit,4170542,35.0646721,-0.8930205,1,34,3
Bomet,Sotik,Ndanai/Abosi,Tuiyotich,4170543,35.1384433,-0.8746432,0,32,0
Bomet,Sotik,Rongena/Manaret,Kapkelei,4170551,35.1331481,-0.7899289,0,33,0
Bomet,Sotik,Rongena/Manaret,Ngariet,4170552,35.1070286,-0.7305671,2,34,6
Bomet,Sotik,Rongena/Manaret,Kapkures,4170553,35.1448262,-0.7557077,0,33,0
Nakuru,Bahati,Bahati,Our Lady Of Fatima,4180111,36.137648,-0.1675854,0,30,0
Nakuru,Bahati,Bahati,Osembo,4180112,36.1050391,-0.1621344,0,30,0
Nakuru,Bahati,Bahati,St Lwanga,4180113,36.1502588,-0.153133,0,30,0
Nakuru,Bahati,Dundori,Kimani Ngunjiri,4180121,36.2110598,-0.2751003,0,30,0
Nakuru,Bahati,Dundori,Bavuni Primary,4180122,36.1785289,-0.2336349,0,30,0
Nakuru,Bahati,Dundori,Dundori,4180123,36.2383436,-0.2542512,2,30,7
Nakuru,Bahati,Kabatini,Nyathuna Pri,4180131,36.1314513,-0.2129,0,30,0
Nakuru,Bahati,Kabatini,Murungaru,4180132,36.1696101,-0.1857172,0,30,0
Nakuru,Bahati,Kabatini,Muriundu,4180133,36.1527584,-0.2403344,0,30,0
Nakuru,Bahati,Kiamaina,Rurii,4180141,36.1333574,-0.2646131,0,30,0
Nakuru,Bahati,Kiamaina,Kiamaina,4180142,36.115498,-0.2301122,0,30,0
Nakuru,Bahati,Kiamaina,Central Pri,4180143,36.1270172,-0.2458377,0,30,0
Nakuru,Bahati,Lanet/Umoja,Lanet Umoja,4180151,36.164457,-0.2701615,0,30,0
Nakuru,Bahati,Lanet/Umoja,Ndimu Pri,4180152,36.1736004,-0.3138787,0,30,0
Nakuru,Bahati,Lanet/Umoja,Kamoronyo,4180153,36.1613137,-0.255349,0,30,0
Nakuru,Gilgil,Elementaita,Elementaita Pri,4180211,36.1273015,-0.6154533,0,30,0
Nakuru,Gilgil,Elementaita,Miti Mingi,4180212,36.0794535,-0.5281695,0,30,0
Nakuru,Gilgil,Elementaita,Muriricua Pri,4180213,36.1200374,-0.5654447,0,30,0
Nakuru,Gilgil,Gilgil,Gilgil Highway,4180222,36.315141,-0.5098946,0,30,0
Nakuru,Gilgil,Gilgil,Kariandusi,4180223,36.261439,-0.4178522,0,30,0
Nakuru,Gilgil,Malewa West,Nyondia,4180231,36.4712318,-0.7067455,0,30,0
Nakuru,Gilgil,Malewa West,Marula,4180232,36.3853737,-0.6427013,1,30,3
Nakuru,Gilgil,Malewa West,Loldia,4180233,36.2967544,-0.7104239,0,30,0
Nakuru,Gilgil,Malewa West,North Karati,4180234,36.4775293,-0.6894256,0,30,0
Nakuru,Gilgil,Mbaruk/Eburu,Ndogo,4180242,36.2585939,-0.5792294,0,30,0
Nakuru,Gilgil,Mbaruk/Eburu,Kamathatha,4180243,36.3039665,-0.5511007,0,30,0
Nakuru,Gilgil,Murindati,Cura,4180251,36.2983717,-0.382205,0,30,0
Nakuru,Gilgil,Murindati,Chemichemi Pri,4180252,36.3878945,-0.4774038,0,30,0
Nakuru,Gilgil,Murindati,Kigogo,4180253,36.3146432,-0.440274,0,30,0
Nakuru,Gilgil,Murindati,Mwega,4180254,36.3903443,-0.5211644,0,30,0
Nakuru,Kuresoi North,Kamara,Muchoruwe,4180311,35.68899,-0.1942802,0,30,0
Nakuru,Kuresoi North,Kamara,Kimugul Pri,4180312,35.6813978,-0.0785797,0,30,0
Nakuru,Kuresoi North,Kamara,Chesubeno,4180313,35.6741355,-0.1000745,0,30,0
Nakuru,Kuresoi North,Kiptororo,Chorwa,4180321,35.4806697,-0.337818,3,31,10
Nakuru,Kuresoi North,Kiptororo,Bochege,4180322,35.5261058,-0.3252522,2,30,7
Nakuru,Kuresoi North,Kiptororo,Githima,4180323,35.4905274,-0.3037304,0,30,0
Nakuru,Kuresoi North,Kiptororo,Taragonik Pri,4180324,35.5045482,-0.3011818,1,30,3
Nakuru,Kuresoi North,Nyota,Matunda Pri,4180331,35.6314254,-0.3953644,0,30,0
Nakuru,Kuresoi North,Nyota,Mutukanio,4180332,35.5989513,-0.3833701,1,30,3
Nakuru,Kuresoi North,Nyota,Githiriga,4180333,35.6329817,-0.3618799,0,30,0
Nakuru,Kuresoi North,Nyota,Mkulima,4180334,35.5504079,-0.3051182,1,30,3
Nakuru,Kuresoi North,Sirikwa,Nyakinywa Pri,4180341,35.6641637,-0.2392064,0,30,0
Nakuru,Kuresoi North,Sirikwa,Karima Primary,4180342,35.6575105,-0.2521365,0,30,0
Nakuru,Kuresoi North,Sirikwa,Kandenye,4180343,35.7082798,-0.2686063,0,30,0
Nakuru,Kuresoi North,Sirikwa,Sirikwa,4180344,35.6669924,-0.2576195,0,30,0
Nakuru,Kuresoi South,Amalo,Kaplamai,4180411,35.6323968,-0.6671977,3,30,10
Nakuru,Kuresoi South,Amalo,Sinendet Pri,4180412,35.6907438,-0.5484247,0,30,0
Nakuru,Kuresoi South,Amalo,Kabigeriet,4180413,35.6647369,-0.6329682,3,30,10
Nakuru,Kuresoi South,Keringet,Keringet Estate,4180421,35.6917679,-0.4288118,0,30,0
Nakuru,Kuresoi South,Keringet,Bararget,4180422,35.7347951,-0.4116569,3,30,10
Nakuru,Kuresoi South,Keringet,Ribot,4180423,35.7111683,-0.5396283,4,30,13
Nakuru,Kuresoi South,Keringet,Tegat Primary,4180424,35.6458911,-0.4683155,0,30,0
Nakuru,Kuresoi South,Kiptagich,Ketitui Central,4180431,35.6540765,-0.6052228,1,30,3
Nakuru,Kuresoi South,Kiptagich,Chikamba,4180432,35.6035806,-0.6566596,0,30,0
Nakuru,Kuresoi South,Kiptagich,Ainamoi (Kiptagich),4180433,35.6610449,-0.5467817,0,30,0
Nakuru,Kuresoi South,Kiptagich,Kiptagich Pri,4180434,35.6119934,-0.5689121,0,30,0
Nakuru,Kuresoi South,Tinet,Kabongoi,4180441,35.5433918,-0.4790589,0,30,0
Nakuru,Kuresoi South,Tinet,Kapkeet Primary,4180442,35.6320041,-0.5266042,2,30,7
Nakuru,Kuresoi South,Tinet,Kapkoi,4180443,35.5719183,-0.5073418,0,30,0
Nakuru,Kuresoi South,Tinet,Ngenda,4180444,35.6844805,-0.5134908,1,30,3
Nakuru,Molo,Elburgon,Mwangi Michuki,4180511,35.7974704,-0.2451291,0,30,0
Nakuru,Molo,Elburgon,Sokoro Primary,4180512,35.7988584,-0.3064766,0,30,0
Nakuru,Molo,Elburgon,Ndimu D.e.b Pri,4180513,35.7905029,-0.281911,0,30,0
Nakuru,Molo,Mariashoni,Rombei Pri,4180521,35.790706,-0.33468,1,30,3
Nakuru,Molo,Mariashoni,Mariashoni Pri,4180522,35.8160524,-0.3580534,0,30,0
Nakuru,Molo,Mariashoni,Lawina Pri,4180523,35.8691251,-0.3276038,0,30,0
Nakuru,Molo,Mariashoni,Tuyobei Pri,4180524,35.8272818,-0.3421579,1,30,3
Nakuru,Molo,Molo,Nguzu Pri,4180531,35.784758,-0.2042022,0,30,0
Nakuru,Molo,Molo,Matumaini Pr,4180532,35.7744422,-0.2463471,0,30,0
Nakuru,Molo,Molo,Kirandich Pri,4180533,35.7849515,-0.2306318,0,30,0
Nakuru,Molo,Molo,Kapsorok (Molo),4180534,35.7748707,-0.2127794,0,30,0
Nakuru,Molo,Turi,Mona Michatha,4180541,35.7141965,-0.2967054,0,30,0
Nakuru,Molo,Turi,Chandera Pry,4180542,35.730822,-0.308647,0,30,0
Nakuru,Molo,Turi,Sagaitim,4180543,35.7454823,-0.3427785,0,30,0
Nakuru,Molo,Turi,Kiambiriria Pry,4180544,35.6953404,-0.3000088,0,30,0
Nakuru,Naivasha,Biashara (Naivasha),Kinamba Pri,4180611,36.4833655,-0.7189021,0,30,0
Nakuru,Naivasha,Hells Gate,Mirera Pri,4180621,36.4463991,-0.7821891,0,30,0
Nakuru,Naivasha,Hells Gate,Mwiciringiri,4180622,36.5081362,-0.8103238,0,30,0
Nakuru,Naivasha,Lake View,Milimani,4180631,36.4395865,-0.721375,1,30,3
Nakuru,Naivasha,Lake View,Manera Pri,4180632,36.4251525,-0.7076108,0,30,0
Nakuru,Naivasha,Mai Mahiu,Empeut,4180641,36.5233713,-1.1188514,5,30,17
Nakuru,Naivasha,Mai Mahiu,Kitilikini,4180642,36.5814093,-1.0653857,7,30,23
Nakuru,Naivasha,Maiella,Ngati,4180651,36.1865608,-0.8626757,0,30,0
Nakuru,Naivasha,Maiella,Kipkonyo,4180652,36.2193797,-0.7806223,0,30,0
Nakuru,Naivasha,Naivasha East,Ndoroto,4180661,36.5214787,-0.6925101,0,30,0
Nakuru,Naivasha,Naivasha East,Ihindu,4180662,36.5573211,-0.8421879,0,30,0
Nakuru,Naivasha,Olkaria,Mvuke,4180671,36.3155828,-0.8216756,1,30,3
Nakuru,Naivasha,Olkaria,Maua,4180672,36.341526,-0.8342127,0,30,0
Nakuru,Naivasha,Viwandani,Naivasha Central,4180681,36.4341704,-0.7160366,1,28,4
Nakuru,Naivasha,Viwandani,Naivasha Deb,4180682,36.4358709,-0.7102675,0,30,0
Nakuru,Nakuru Town East,Biashara,Jamhuri Pri,4180711,36.0833098,-0.2865026,0,30,0
Nakuru,Nakuru Town East,Biashara,Kenyatta,4180712,36.071183,-0.2946555,0,30,0
Nakuru,Nakuru Town East,Biashara,Umoja Primary,4180713,36.0657959,-0.2988466,0,30,0
Nakuru,Nakuru Town East,Flamingo,Racetrack Pri,4180721,35.6965,2.9589,0,30,0
Nakuru,Nakuru Town East,Flamingo,Lake View,4180722,36.0783,-0.3052912,0,30,0
Nakuru,Nakuru Town East,Flamingo,Kimathi,4180723,36.0798381,-0.3055146,0,30,0
Nakuru,Nakuru Town East,Kivumbini,Flamingo Pri,4180731,36.0822316,-0.3049736,0,30,0
Nakuru,Nakuru Town East,Kivumbini,Nakuru Primary,4180732,36.0865449,-0.297032,0,30,0
Nakuru,Nakuru Town East,Kivumbini,St Theresa S,4180733,36.0812936,-0.2905603,0,30,0
Nakuru,Nakuru Town East,Menengai,St. Johns Pri,4180741,36.1154029,-0.2770929,0,30,0
Nakuru,Nakuru Town East,Menengai,Nakuru Teachers Pry,4180742,36.1075117,-0.2728547,0,30,0
Nakuru,Nakuru Town East,Menengai,Hyrax Pri,4180743,36.1091574,-0.27884,0,30,0
Nakuru,Nakuru Town East,Nakuru East,Nairobi Road Pri,4180751,36.1428666,-0.3398054,0,30,0
Nakuru,Nakuru Town East,Nakuru East,Rhino Pri,4180752,36.1522603,-0.4114358,1,30,3
Nakuru,Nakuru Town East,Nakuru East,Lion Hill Pri,4180753,36.1267882,-0.3011673,0,30,0
Nakuru,Nakuru Town West,Barut,Baruti Pri,4180811,36.0540008,-0.3250531,0,32,0
Nakuru,Nakuru Town West,Barut,Kigonor,4180812,36.0371783,-0.36352,1,33,3
Nakuru,Nakuru Town West,Kapkures,Lalwet,4180821,36.0283361,-0.3337352,0,30,0
Nakuru,Nakuru Town West,Kapkures,Ingobor,4180822,36.029356,-0.3108718,0,30,0
Nakuru,Nakuru Town West,Kapkures,Mogoon Pr,4180823,36.025826,-0.3024048,0,30,0
Nakuru,Nakuru Town West,Kaptembwo,Kaptembwo,4180831,36.0512542,-0.2997551,0,30,0
Nakuru,Nakuru Town West,Kaptembwo,Kibowen Komen Pri,4180832,36.053227,-0.3109576,1,34,3
Nakuru,Nakuru Town West,London,Mlimani,4180841,36.056012,-0.2747174,0,31,0
Nakuru,Nakuru Town West,London,Gk Prisons Pri,4180842,36.0577373,-0.2736902,1,31,3
Nakuru,Nakuru Town West,London,The Walk,4180843,36.0556678,-0.2706612,0,30,0
Nakuru,Nakuru Town West,Rhoda,Pcea Shallom Aca.,4180851,36.0644731,-0.316554,0,31,0
Nakuru,Nakuru Town West,Rhoda,Mwariki Primary,4180852,36.0684447,-0.3130967,0,30,0
Nakuru,Nakuru Town West,Shaabab,Koinange,4180861,36.0517919,-0.2934167,0,31,0
Nakuru,Nakuru Town West,Shaabab,Mama Ngina,4180862,36.0625064,-0.2949266,0,30,0
Nakuru,Nakuru Town West,Shaabab,Muslim,4180863,36.0515918,-0.2934336,1,30,3
Nakuru,Njoro,Kihingo,Davishon Pri,4180911,35.980059,-0.4712345,0,30,0
Nakuru,Njoro,Kihingo,Mutamayu,4180912,35.9637445,-0.4333607,0,30,0
Nakuru,Njoro,Kihingo,Kariani Pri,4180913,35.9957512,-0.4522672,0,31,0
