county,subcounty,ward,school,school_id,lng,lat,n,N,prev
Kitui,Mwingi Nort,Mumoni,Kaliwa Pry,4060724,38.0856601,-0.5901451,0,22,0
Kitui,Mwingi Nort,Ngomeni,Muringani Pry,4060731,38.4281958,-0.6132561,0,22,0
Kitui,Mwingi Nort,Ngomeni,Ngomeni Pry,4060732,38.4101678,-0.6419487,0,22,0
Kitui,Mwingi Nort,Ngomeni,Mutairu Pry,4060733,38.4491475,-0.5894177,0,22,0
Kitui,Mwingi Nort,Tharaka,Konyu Pry,4060741,37.9777754,-0.4415375,0,22,0
Kitui,Mwingi Nort,Tharaka,Gakombe Pry,4060742,38.0133286,-0.2909905,0,22,0
Kitui,Mwingi Nort,Tharaka,Kalundu Pry,4060743,37.9968104,-0.316845,0,22,0
Kitui,Mwingi Nort,Tseikuru,Kathuri Pry,4060751,38.3697848,-0.3973547,0,22,0
Kitui,Mwingi Nort,Tseikuru,Kakauni Pry,4060752,38.2837916,-0.3313691,0,22,0
Kitui,Mwingi Nort,Tseikuru,Mulangoni Pry,4060753,38.3403283,-0.3452517,0,22,0
Kitui,Mwingi Nort,Tseikuru,Kwa Nzula Pry,4060754,38.3003994,-0.3461925,0,22,0
Kitui,Mwingi West,Kiomo/Kyethani,Itongolani,4060811,37.9712963,-0.8658135,0,22,0
Kitui,Mwingi West,Kiomo/Kyethani,Mbondoni,4060812,37.9865953,-0.9815306,0,22,0
Kitui,Mwingi West,Kiomo/Kyethani,Kakongo,4060813,37.913852,-0.8245507,0,22,0
Kitui,Mwingi West,Kiomo/Kyethani,Wikithuki P,4060814,37.9513148,-0.7773848,0,22,0
Kitui,Mwingi West,Kyome/Thaana,Thaana Nzau Primary Sch,4060821,37.8512639,-0.8222181,0,22,0
Kitui,Mwingi West,Kyome/Thaana,Wikivuvwa Primary Sch,4060822,37.9094974,-0.9108617,0,22,0
Kitui,Mwingi West,Kyome/Thaana,Itheanze Primary Sch,4060823,37.9287684,-0.9404395,0,22,0
Kitui,Mwingi West,Kyome/Thaana,Kavaini Primary Sch,4060824,37.9673502,-1.0252331,0,22,0
Kitui,Mwingi West,Migwani,Migwani,4060831,38.0139154,-1.1110435,0,22,0
Kitui,Mwingi West,Migwani,Kyambo,4060832,38.0217196,-1.0830438,0,22,0
Kitui,Mwingi West,Migwani,Kithukumani,4060833,37.9992588,-1.0750439,0,22,0
Kitui,Mwingi West,Migwani,Ithambua Ngao,4060834,37.980229,-1.059348,1,22,5
Kitui,Mwingi West,Nguutani,Kakululo Primary Sch,4060841,37.8745323,-1.0709238,0,22,0
Kitui,Mwingi West,Nguutani,Emivia Primary Sch,4060842,37.8854289,-1.1225571,0,22,0
Kitui,Mwingi West,Nguutani,Nguutani Primary Sch,4060843,37.8803442,-1.032833,0,24,0
Kitui,Mwingi West,Nguutani,Katuyu Primary Sch,4060844,37.8603706,-1.005047,0,22,0
Murang A,Gatanga,Gatanga,Gathanji,4080111,36.9307572,-0.9051836,0,32,0
Murang A,Gatanga,Gatanga,Gakurari,4080112,36.9605783,-0.9574877,0,33,0
Murang A,Gatanga,Ithanga,Ithanga,4080121,37.3376265,-0.9972921,0,32,0
Murang A,Gatanga,Ithanga,Kanduri,4080122,37.3303655,-0.9780241,0,32,0
Murang A,Gatanga,Ithanga,Ngelelya,4080123,37.3965733,-1.0360967,0,32,0
Murang A,Gatanga,Kakuzi/Mitubiri,Swani,4080131,37.1550389,-1.0270075,0,32,0
Murang A,Gatanga,Kakuzi/Mitubiri,Kihunguro,4080132,37.1207674,-1.0191099,3,32,9
Murang A,Gatanga,Kariara,Kanunga,4080141,36.8812027,-0.8285178,4,32,12
Murang A,Gatanga,Kariara,Kiangigi,4080142,36.9007675,-0.8449926,0,32,0
Murang A,Gatanga,Kariara,Karega,4080143,36.8202317,-0.8439517,0,32,0
Murang A,Gatanga,Kihumbu-Ini,Kihumbuini,4080151,36.9874365,-0.927043,0,32,0
Murang A,Gatanga,Kihumbu-Ini,Nyaga,4080152,36.9982621,-0.92605,1,33,3
Murang A,Gatanga,Mugumo-Ini,Ithang  Arari,4080161,36.966881,-0.9533637,1,32,3
Murang A,Gatanga,Mugumo-Ini,Muteria,4080162,37.0328459,-0.9767293,0,32,0
Murang A,Gatanga,Mugumo-Ini,Kigio,4080163,36.9816725,-0.9733702,0,32,0
Murang A,Kandara,Gaichanjiru,Kariua,4080211,36.9739576,-0.8330357,1,32,3
Murang A,Kandara,Gaichanjiru,Githaiti,4080212,36.9798658,-0.8453363,0,32,0
Murang A,Kandara,Ithiru,Karembuini,4080221,36.9717467,-0.8900368,0,34,0
Murang A,Kandara,Ithiru,Gathugu,4080222,36.9721038,-0.9001297,1,34,3
Murang A,Kandara,Ithiru,Kirigithu,4080223,36.9542985,-0.8829682,3,33,9
Murang A,Kandara,Kagundu-Ini,Ngaaini,4080231,37.0906815,-0.9255365,0,34,0
Murang A,Kandara,Kagundu-Ini,Gathige,4080232,37.0351651,-0.8751433,0,32,0
Murang A,Kandara,Muruka,Makindi,4080241,37.0975901,-0.9659158,0,32,0
Murang A,Kandara,Muruka,Karumu,4080242,37.0599165,-0.9268764,2,32,6
Murang A,Kandara,Muruka,Mugecha,4080243,37.0457542,-0.9455241,0,33,0
Murang A,Kandara,Ng Araria,Ngararia,4080251,37.0209767,-0.946775,0,32,0
Murang A,Kandara,Ng Araria,Waitua,4080252,37.0400382,-0.9569179,1,32,3
Murang A,Kandara,Ruchu,Gichagi Ini,4080261,36.8993889,-0.8175905,0,34,0
Murang A,Kandara,Ruchu,Kamicege,4080262,36.9486179,-0.8445369,1,34,3
Murang A,Kandara,Ruchu,Kiangari,4080263,36.8929754,-0.8137275,0,34,0
Murang A,Kangema,Kanyenya-Ini,Githiga,4080311,36.9572975,-0.7133579,0,32,0
Murang A,Kangema,Kanyenya-Ini,Kibutha,4080312,36.9178955,-0.6970305,0,32,0
Murang A,Kangema,Kanyenya-Ini,Nduini,4080313,36.8240785,-0.7077697,2,31,6
Murang A,Kangema,Kanyenya-Ini,Kiangunyi,4080314,36.9859712,-0.6930885,0,32,0
Murang A,Kangema,Kanyenya-Ini,Ngoa-Ini,4080315,36.8853166,-0.6938545,0,32,0
Murang A,Kangema,Muguru,Thirikwa,4080321,37.0388785,-0.6984246,0,32,0
Murang A,Kangema,Muguru,Mugechi Kaboro,4080322,37.1077118,-0.7054408,0,31,0
Murang A,Kangema,Muguru,Gikui,4080323,37.0156747,-0.6868908,0,32,0
Murang A,Kangema,Muguru,Ihiga,4080324,37.0077119,-0.6805947,0,32,0
Murang A,Kangema,Muguru,Ngooro,4080325,36.9999609,-0.6964468,0,32,0
Murang A,Kangema,Rwathia,Wanjerere,4080331,36.8389029,-0.6592733,0,32,0
Murang A,Kangema,Rwathia,Rwathia,4080332,36.9174182,-0.6669455,0,32,0
Murang A,Kangema,Rwathia,Nyagatugu,4080333,36.8685433,-0.649635,0,30,0
Murang A,Kangema,Rwathia,Kayu,4080334,36.9173944,-0.6542576,1,32,3
Murang A,Kangema,Rwathia,Gachogi,4080335,36.8832917,-0.6445219,0,32,0
Murang A,Kigumo,Kahumbu,Gakuyu,4080411,37.0766927,-0.8611135,0,32,0
Murang A,Kigumo,Kahumbu,Kahumbu,4080412,37.0475812,-0.8262034,0,32,0
Murang A,Kigumo,Kahumbu,Gakarati,4080413,37.1354702,-0.8709759,0,32,0
Murang A,Kigumo,Kangari,Mairi,4080421,36.820122,-0.7670433,1,32,3
Murang A,Kigumo,Kangari,Gatia Ini,4080422,36.8236273,-0.7790993,0,32,0
Murang A,Kigumo,Kangari,Kanderendu,4080423,36.8147027,-0.7877535,3,32,9
Murang A,Kigumo,Kigumo,Kigumo,4080431,36.9549112,-0.8007872,0,32,0
Murang A,Kigumo,Kigumo,Mutunguru,4080432,37.0099541,-0.7960582,0,32,0
Murang A,Kigumo,Kigumo,Kaimiri,4080433,36.9915032,-0.8076565,0,31,0
Murang A,Kigumo,Kinyona,Gatumbi,4080441,36.9519239,-0.8176821,2,33,6
Murang A,Kigumo,Kinyona,Muiria,4080442,36.8719914,-0.7501029,0,33,0
Murang A,Kigumo,Kinyona,Kamung Ang A,4080443,36.9799198,-0.7864367,3,34,9
Murang A,Kigumo,Muthithi,Gachathiini,4080451,37.0985469,-0.8375808,1,34,3
Murang A,Kigumo,Muthithi,Thamara,4080452,37.0841867,-0.8357204,2,32,6
Murang A,Kigumo,Muthithi,Gikondi,4080453,37.040185,-0.817923,1,32,3
Murang A,Kiharu,Gaturi,Gathukeini,4080511,37.0567214,-0.6317826,1,32,3
Murang A,Kiharu,Gaturi,Muringa,4080512,37.0383398,-0.6380522,0,32,0
Murang A,Kiharu,Mbiri,Marewa,4080521,37.2141167,-0.735245,0,32,0
Murang A,Kiharu,Mbiri,Kiangochi,4080522,37.1332803,-0.7536149,0,32,0
Murang A,Kiharu,Mbiri,Githuguya,4080523,37.1193033,-0.734607,1,32,3
Murang A,Kiharu,Mugoiri,Kiboi,4080531,36.9789642,-0.748387,0,32,0
Murang A,Kiharu,Mugoiri,Muthiria,4080532,36.968544,-0.7606457,0,32,0
Murang A,Kiharu,Murarandia,Mariaini,4080541,36.898603,-0.7462326,0,32,0
Murang A,Kiharu,Murarandia,Kairichi,4080542,36.9475646,-0.7329231,0,32,0
Murang A,Kiharu,Murarandia,Gatara,4080543,36.8806823,-0.7331117,0,32,0
Murang A,Kiharu,Township (Kiharu),Mjini,4080551,37.1555782,-0.7270577,0,32,0
Murang A,Kiharu,Township (Kiharu),Mbiri,4080552,37.1619285,-0.7264735,0,32,0
Murang A,Kiharu,Wangu,Gitie,4080561,36.9950114,-0.7171733,0,32,0
Murang A,Kiharu,Wangu,Gatheru,4080562,37.0682101,-0.7318932,0,32,0
Murang A,Kiharu,Wangu,Gitui,4080563,37.0493654,-0.7282439,0,32,0
Murang A,Maragwa,Ichagaki,Gathunguri,4080611,37.1346474,-0.8092911,1,32,3
Murang A,Maragwa,Ichagaki,Wairuri,4080612,37.1605645,-0.8256267,0,32,0
Murang A,Maragwa,Kamahuha,Thaara,4080621,37.1808585,-0.8476907,0,32,0
Murang A,Maragwa,Kamahuha,Igikiro,4080622,37.1841503,-0.8207715,0,32,0
Murang A,Maragwa,Kamahuha,Iganjo,4080623,37.1799771,-0.7976654,0,32,0
Murang A,Maragwa,Kambiti,Kihara,4080631,37.2442252,-0.8886899,0,32,0
Murang A,Maragwa,Kambiti,Mathengeta,4080632,37.2291522,-0.8275769,0,32,0
Murang A,Maragwa,Kimorori/Wempa,Githanji,4080641,37.1203514,-0.9539205,1,32,3
Murang A,Maragwa,Kimorori/Wempa,Kagaa,4080642,37.1297982,-0.92505,0,32,0
Murang A,Maragwa,Kimorori/Wempa,Peter Kariuki,4080643,37.1378505,-0.9960467,0,32,0
Murang A,Maragwa,Makuyu,Marema,4080651,37.2399452,-0.8631489,0,33,0
Murang A,Maragwa,Makuyu,Mutithi,4080652,37.281379,-0.9477246,0,32,0
Murang A,Maragwa,Nginda,Ihumbu,4080661,37.0579901,-0.7878297,0,32,0
Murang A,Maragwa,Nginda,Itaaga,4080662,37.041195,-0.799855,2,32,6
Murang A,Maragwa,Nginda,Gakoigo,4080663,37.1056717,-0.7846239,0,32,0
Murang A,Mathioya,Gitugi,Mihuti,4080711,36.9565489,-0.6632718,1,32,3
Murang A,Mathioya,Gitugi,Kirimahiga,4080712,36.9176758,-0.6396836,6,32,19
Murang A,Mathioya,Gitugi,Kambara,4080713,37.0566793,-0.661994,0,32,0
Murang A,Mathioya,Gitugi,Njumbi,4080714,36.952491,-0.6421712,2,32,6
Murang A,Mathioya,Gitugi,Gitugi,4080715,37.0221512,-0.6512942,1,32,3
Murang A,Mathioya,Kamacharia,Wahundura,4080721,36.992578,-0.5868303,0,32,0
Murang A,Mathioya,Kamacharia,Gikindu,4080722,36.9719571,-0.6037333,0,32,0
Murang A,Mathioya,Kamacharia,Kangongi,4080723,36.9838338,-0.6101281,1,32,3
Murang A,Mathioya,Kamacharia,Ngamba,4080724,37.0107637,-0.5994957,0,32,0
Murang A,Mathioya,Kamacharia,Karugiro,4080725,37.0521873,-0.6047802,0,32,0
Murang A,Mathioya,Kiru,Mananga,4080731,36.996949,-0.6244785,0,32,0
Murang A,Mathioya,Kiru,Umbui,4080732,36.9375185,-0.6214259,0,32,0
Murang A,Mathioya,Kiru,Kiiru,4080733,36.9484015,-0.6084259,1,32,3
Murang A,Mathioya,Kiru,Kora,4080734,37.0109633,-0.630735,0,32,0
Murang A,Mathioya,Kiru,Ruru Pri,4080735,36.8185215,-0.6188277,0,32,0
Kiambu,Gatundu North,Chania,Makwa,4090111,36.9654679,-0.9787118,0,32,0
Kiambu,Gatundu North,Chania,Wandui,4090112,36.9261843,-0.956804,0,32,0
Kiambu,Gatundu North,Chania,Muirigo,4090113,36.9449899,-0.9765328,0,32,0
Kiambu,Gatundu North,Chania,Kanjuku,4090114,36.88279,-0.948125,2,32,6
Kiambu,Gatundu North,Githobokoni,Kihunjio Ini,4090121,36.7847102,-0.8816241,0,32,0
Kiambu,Gatundu North,Githobokoni,Miiri,4090122,36.8101537,-0.9219224,0,32,0
Kiambu,Gatundu North,Githobokoni,Gatei,4090123,36.8871688,-0.9618196,0,32,0
Kiambu,Gatundu North,Githobokoni,Makohokoho,4090124,36.7925217,-0.9096783,0,32,0
Kiambu,Gatundu North,Gituamba,Muhindi,4090131,36.8283249,-0.8932967,3,32,9
Kiambu,Gatundu North,Gituamba,Muchakai,4090132,36.7983686,-0.8766596,1,32,3
Kiambu,Gatundu North,Gituamba,Miugu,4090133,36.7955144,-0.8595505,0,32,0
Kiambu,Gatundu North,Gituamba,Iruri,4090134,36.8606891,-0.9095631,0,32,0
Kiambu,Gatundu North,Mang U,Mutuma,4090142,36.9565273,-1.0078342,0,32,0
Kiambu,Gatundu North,Mang U,St Francis (Mang U),4090143,36.9552501,-0.9881033,0,32,0
Kiambu,Gatundu North,Mang U,Nyamathumbi,4090144,36.916572,-0.9602259,0,32,0
Kiambu,Gatundu South,Kiamwangi,Gatitu,4090211,36.8480261,-1.0185068,0,30,0
Kiambu,Gatundu South,Kiamwangi,Thaara (Kiamwangi),4090212,36.8714183,-1.0233075,0,30,0
Kiambu,Gatundu South,Kiamwangi,Kagera,4090213,36.8750001,-1.0408115,0,30,0
Kiambu,Gatundu South,Kiamwangi,Ngenda,4090214,36.8882781,-1.037455,0,30,0
Kiambu,Gatundu South,Kiganjo,Kigaa,4090221,36.8443883,-1.0297589,0,30,0
Kiambu,Gatundu South,Kiganjo,Uceke- Ini,4090222,36.7652812,-0.9540153,0,31,0
Kiambu,Gatundu South,Kiganjo,Gathiru,4090223,36.7488547,-0.9537911,0,30,0
Kiambu,Gatundu South,Ndarugo,Karinga,4090231,36.8422877,-0.9614259,0,30,0
Kiambu,Gatundu South,Ndarugo,Ruburi,4090232,36.8676526,-0.9628562,0,30,0
Kiambu,Gatundu South,Ndarugo,Kamutua,4090233,36.8090117,-0.9472614,0,30,0
Kiambu,Gatundu South,Ndarugo,Mbogoro,4090234,36.8472334,-0.9504025,0,30,0
Kiambu,Gatundu South,Ngenda,Wamitaa,4090241,36.9124713,-1.0445334,1,32,3
Kiambu,Gatundu South,Ngenda,Wamwangi,4090242,36.9227733,-1.0070883,0,30,0
Kiambu,Gatundu South,Ngenda,Kimunyu,4090243,36.9404544,-1.0550285,0,29,0
Kiambu,Gatundu South,Ngenda,Kahugu Ini,4090244,36.9060502,-1.0339348,0,30,0
Kiambu,Githunguri,Githiga,Gathangari,4090311,36.7084054,-1.0675044,0,32,0
Kiambu,Githunguri,Githiga,Gatina,4090312,36.695044,-1.0756347,0,33,0
Kiambu,Githunguri,Githiga,Matuguta,4090313,36.7450895,-1.0783882,0,32,0
Kiambu,Githunguri,Githunguri,Ciiko,4090321,36.7749702,-1.0600647,0,32,0
Kiambu,Githunguri,Githunguri,Kindiga,4090322,36.8053266,-1.0472311,0,33,0
Kiambu,Githunguri,Githunguri,Kahunira,4090323,36.7616982,-1.0544386,0,32,0
Kiambu,Githunguri,Ikinu,Lioki,4090341,36.8432142,-1.1125625,0,32,0
Kiambu,Githunguri,Ikinu,Kiababu,4090342,36.7870672,-1.1074104,0,32,0
Kiambu,Githunguri,Ikinu,Gathaithi,4090343,36.767442,-1.0977815,0,32,0
Kiambu,Githunguri,Komothai,Githima,4090351,36.787447,-0.9977072,0,32,0
Kiambu,Githunguri,Komothai,Komothai,4090352,36.8607289,-1.0661474,0,32,0
Kiambu,Githunguri,Komothai,Kagema,4090353,36.8635655,-1.0501405,0,32,0
Kiambu,Githunguri,Ngewa,Kanjai,4090361,36.8069509,-1.0643037,0,32,0
Kiambu,Githunguri,Ngewa,Nyaga (Ngewa),4090362,36.8596365,-1.0852933,0,32,0
Kiambu,Githunguri,Ngewa,Ngewa,4090363,36.866663,-1.0963264,0,32,0
Kiambu,Juja,Juja,Kia-Ora,4090411,36.9361368,-1.1510844,1,32,3
Kiambu,Juja,Juja,Kibii,4090412,36.973125,-1.077905,0,33,0
Kiambu,Juja,Juja,St Pauls Gachororo,4090413,37.0103401,-1.1019933,0,33,0
Kiambu,Juja,Kalimoni,Juja Farm,4090421,37.0814506,-1.1602154,0,32,0
Kiambu,Juja,Kalimoni,Athi,4090422,37.146745,-1.1668667,0,32,0
Kiambu,Juja,Kalimoni,St Francis,4090423,37.0063503,-1.1286292,0,32,0
Kiambu,Juja,Murera,Gsu,4090431,36.9785408,-1.125247,0,32,0
Kiambu,Juja,Murera,Ruera,4090432,36.9613625,-1.0947635,0,32,0
Kiambu,Juja,Murera,Magomano,4090433,37.020824,-1.1498326,0,33,0
Kiambu,Juja,Theta,Rurii,4090441,37.0010807,-1.1461065,0,32,0
Kiambu,Juja,Theta,Kumura,4090442,36.9935866,-1.1570169,1,32,3
Kiambu,Juja,Theta,Thome,4090443,36.9767733,-1.1492638,0,32,0
Kiambu,Juja,Witeithie,Kuraiha,4090451,37.0453317,-1.076295,0,34,0
Kiambu,Juja,Witeithie,Nyacaba,4090452,37.0619104,-1.0946588,0,32,0
Kiambu,Juja,Witeithie,Muthaara,4090453,37.0868146,-1.1627851,0,35,0
Kiambu,Kabete,Gitaru,Gataara,4090511,36.6872341,-1.2283123,0,32,0
Kiambu,Kabete,Gitaru,Rungiri Pri,4090512,36.675264,-1.2429229,0,32,0
Kiambu,Kabete,Gitaru,Kanyariri,4090513,36.6889715,-1.2300159,0,32,0
Kiambu,Kabete,Kabete,Kingeero,4090521,36.7066663,-1.2277576,0,32,0
Kiambu,Kabete,Kabete,Ndongoro,4090522,36.716015,-1.2357667,0,32,0
Kiambu,Kabete,Kabete,Kibiciku,4090523,36.73437,-1.229329,0,32,0
Kiambu,Kabete,Kabete,Wangige,4090524,36.7119773,-1.2195039,2,32,6
Kiambu,Kabete,Muguga,Muguga,4090531,36.655404,-1.1917729,1,32,3
Kiambu,Kabete,Muguga,Kamuguga,4090532,36.6612654,-1.2087064,0,32,0
Kiambu,Kabete,Nyathuna,Kirangari,4090541,36.7014015,-1.2000427,0,32,0
Kiambu,Kabete,Nyathuna,Gathiga,4090543,36.7481438,-1.2235335,0,32,0
Kiambu,Kabete,Uthiru,Uthiru,4090551,36.7111877,-1.2581849,0,32,0
Kiambu,Kabete,Uthiru,High Hope Academy,4090552,36.7087532,-1.2530159,0,32,0
Kiambu,Kabete,Uthiru,Acacia Academy,4090553,36.7206099,-1.2547329,0,10,0
Kiambu,Kiambaa,Cianda,Gatono,4090611,36.7325291,-1.1324399,0,32,0
Kiambu,Kiambaa,Cianda,Raini,4090612,36.7342129,-1.164364,0,32,0
Kiambu,Kiambaa,Cianda,Kibubuti,4090613,36.773404,-1.1623358,0,32,0
Kiambu,Kiambaa,Karuri,Muthurwa,4090621,36.7433431,-1.1755003,0,32,0
Kiambu,Kiambaa,Karuri,Thimbigua,4090622,36.7637027,-1.1794752,1,32,3
Kiambu,Kiambaa,Karuri,Kibathi,4090623,36.7552486,-1.1787785,0,32,0
Kiambu,Kiambaa,Kihara,Lower Kihara,4090631,36.7727567,-1.2181683,0,32,0
Kiambu,Kiambaa,Kihara,Kamuiru (Kihara),4090632,36.7680799,-1.2165181,0,32,0
Kiambu,Kiambaa,Kihara,Gacii,4090633,36.766245,-1.2140867,0,32,0
Kiambu,Kiambaa,Muchatha,Waguthu,4090641,36.7894768,-1.1893233,0,32,0
Kiambu,Kiambaa,Muchatha,Mayuyu Pry,4090642,36.7953519,-1.192467,0,32,0
Kiambu,Kiambaa,Muchatha,Muchatha,4090643,36.7739673,-1.1890157,0,32,0
Kiambu,Kiambaa,Ndenderu,Kihara (Ndenderu),4090651,36.7382287,-1.2077274,0,32,0
Kiambu,Kiambaa,Ndenderu,Wangunyu,4090652,36.7333712,-1.1954196,0,32,0
Kiambu,Kiambaa,Ndenderu,Karura,4090653,36.7244193,-1.2003795,0,32,0
Kiambu,Kiambu,Ndumberi,Ngegu,4090711,36.8224599,-1.1793858,0,32,0
Kiambu,Kiambu,Ndumberi,Karia Ini,4090712,36.8008184,-1.1527731,1,32,3
Kiambu,Kiambu,Ndumberi,Kangoya,4090713,36.808548,-1.1647078,0,31,0
Kiambu,Kiambu,Ndumberi,Ndumberi,4090714,36.8020064,-1.150608,0,30,0
Kiambu,Kiambu,Riabai,Riabai,4090721,36.8238238,-1.1509326,0,32,0
Kiambu,Kiambu,Riabai,Gicoco,4090722,36.8232335,-1.1504002,0,32,0
Kiambu,Kiambu,Riabai,Chief Wandie,4090723,36.8489646,-1.1636907,0,32,0
Kiambu,Kiambu,Ting Ang A,Benson Njau,4090731,36.8312537,-1.1410556,0,31,0
Kiambu,Kiambu,Ting Ang A,Maciri,4090732,36.8496927,-1.1595921,0,32,0
Kiambu,Kiambu,Ting Ang A,Tinganga Hgm,4090733,36.8096053,-1.1328635,0,32,0
Kiambu,Kiambu,Ting Ang A,Kongo,4090734,36.8696567,-1.1429263,0,32,0
Kiambu,Kiambu,Township (Kiambu),Mary Immaculate,4090741,36.8889355,-1.18316,0,32,0
Kiambu,Kiambu,Township (Kiambu),Kasarini,4090742,36.8248952,-1.1993279,1,32,3
Kiambu,Kiambu,Township (Kiambu),Kiambu,4090744,36.8290077,-1.1698344,0,32,0
Kiambu,Kikuyu,Karai,Gitiba,4090811,36.6713383,-1.306495,0,33,0
Kiambu,Kikuyu,Karai,Riu Nderi,4090812,36.6391666,-1.2943419,0,35,0
Kiambu,Kikuyu,Karai,Gicharani,4090813,36.6411999,-1.2754581,0,30,0
Kiambu,Kikuyu,Kikuyu,Thirime,4090821,36.6725449,-1.2769273,0,30,0
Kiambu,Kikuyu,Kikuyu,P.c.e.a Kimuri,4090822,36.6710258,-1.2701329,0,31,0
Kiambu,Kikuyu,Kikuyu,Musa Gitau,4090823,36.6709977,-1.2667705,0,33,0
Kiambu,Kikuyu,Kikuyu,Kikuyu Township,4090824,36.6617182,-1.243517,0,33,0
Kiambu,Kikuyu,Kinoo,Kinoo,4090831,36.6918394,-1.2481366,0,33,0
Kiambu,Kikuyu,Kinoo,Mama Ngina,4090832,36.6963373,-1.2576528,0,33,0
Kiambu,Kikuyu,Nachu,Ndigu-Ini,4090841,36.5779139,-1.2345039,0,32,0
Kiambu,Kikuyu,Nachu,Gatune,4090842,36.5687202,-1.2637769,0,33,0
Kiambu,Kikuyu,Nachu,Renguti,4090843,36.6154265,-1.2249383,0,31,0
Kiambu,Kikuyu,Sigona,Nguriunditu,4090851,36.6409479,-1.2086382,0,32,0
Kiambu,Kikuyu,Sigona,Utafiti,4090852,36.6399533,-1.2102233,1,33,3
Kiambu,Kikuyu,Sigona,Kerwa,4090853,36.6305587,-1.1724904,0,32,0
Kiambu,Lari,Kamburu,Kagaa Pry,4090911,36.7222065,-1.0421558,1,32,3
Kiambu,Lari,Kamburu,Gathima,4090912,36.7498228,-1.0266476,0,32,0
Kiambu,Lari,Kamburu,Kamuchege (Kamburu),4090913,36.7837696,-1.0315875,0,32,0
Kiambu,Lari,Kijabe,Mukeu,4090921,36.63688,-0.9920148,0,32,0
Kiambu,Lari,Kijabe,Kimende,4090922,36.6334096,-0.9839088,0,32,0
Kiambu,Lari,Kijabe,Matathia (Kijabe),4090923,36.6185051,-0.9812398,0,32,0
Kiambu,Lari,Kinale,Mirangi,4090931,36.6132057,-0.9116468,1,32,3
Kiambu,Lari,Kinale,Kinale,4090932,36.6333557,-0.9028316,0,32,0
Kiambu,Lari,Kinale,Kamae,4090933,36.6279419,-0.8458348,0,32,0
Kiambu,Lari,Lari/Kirenga,Nyamweru,4090941,36.651479,-1.0192299,0,34,0
Kiambu,Lari,Lari/Kirenga,Kirenga,4090942,36.6287771,-1.0080148,0,33,0
Kiambu,Lari,Lari/Kirenga,Escarpment,4090943,36.6144379,-1.0132667,0,32,0
Kiambu,Lari,Nyanduma,Kagwe Township,4090951,36.7463152,-1.0039233,0,32,0
Kiambu,Lari,Nyanduma,Karatina,4090952,36.76526,-1.0017862,0,32,0
Kiambu,Lari,Nyanduma,Kaguongo,4090953,36.7232024,-0.970757,2,32,6
Kiambu,Limuru,Bibirioni,Murengeti,4091011,36.6316701,-1.0695681,0,32,0
Kiambu,Limuru,Bibirioni,Manguo,4091012,36.6366827,-1.1023966,0,31,0
Kiambu,Limuru,Bibirioni,Bibirioni Pri,4091013,36.6183348,-1.0819351,0,32,0
Kiambu,Limuru,Limuru Central,Rironi,4091021,36.6384515,-1.1553888,0,31,0
Kiambu,Limuru,Limuru Central,Gatimu,4091022,36.6501624,-1.1562195,0,33,0
Kiambu,Limuru,Limuru Central,Nyoro,4091023,36.6376516,-1.1634312,0,31,0
Kiambu,Limuru,Limuru East,Kiawaroga,4091031,36.7112214,-1.1028986,0,32,0
Kiambu,Limuru,Limuru East,Rwaka,4091032,36.6757937,-1.0991651,0,31,0
Kiambu,Limuru,Limuru East,Limuru Mission,4091033,36.6520029,-1.1221587,0,33,0
Kiambu,Limuru,Ndeiya,Mirithu,4091041,36.6081026,-1.1535572,0,30,0
Kiambu,Limuru,Ndeiya,Nderu,4091042,36.6045377,-1.1433225,0,32,0
Kiambu,Limuru,Ndeiya,Kiawanda,4091043,36.582844,-1.1718848,0,32,0
Kiambu,Limuru,Ngecha Tigoni,Ngecha,4091051,36.6695286,-1.1724192,0,31,0
Kiambu,Limuru,Ngecha Tigoni,Tigoni,4091052,36.675455,-1.1301866,0,31,0
Kiambu,Limuru,Ngecha Tigoni,Kabuku,4091053,36.6707,-1.15728,0,30,0
Kiambu,Ruiru,Biashara,Ruiru,4091111,36.9535156,-1.1469418,0,32,0
Kiambu,Ruiru,Biashara,Matopeni,4091112,36.950304,-1.1525708,0,32,0
Kiambu,Ruiru,Gatongora,Gatongora,4091121,36.9711217,-1.1623327,0,32,0
Kiambu,Ruiru,Gatongora,Kwihota,4091122,36.9889071,-1.1621637,0,32,0
Kiambu,Ruiru,Gatongora,Gikumari,4091123,37.0814044,-1.1871928,0,32,0
Kiambu,Ruiru,Gitothua,Mukuyu,4091131,36.9317191,-1.1445518,0,32,0
Kiambu,Ruiru,Gitothua,Gitothua,4091132,36.9296684,-1.1537796,0,34,0
Kiambu,Ruiru,Kahawa Wendani,Kahawa Wendani Pri,4091141,36.9281253,-1.200921,0,32,0
Kiambu,Ruiru,Kahawa/Sukari,Ndii Ini,4091151,36.960605,-1.1982001,0,32,0
Kiambu,Ruiru,Kiuu,Manguu [ Githurai},4091161,36.9378258,-1.2216655,0,32,0
Kiambu,Ruiru,Kiuu,Kwa Ngethe,4091162,36.9332056,-1.2031039,0,32,0
Kiambu,Ruiru,Kiuu,Kimbo Githurai,4091163,36.9328656,-1.2104002,0,32,0
Kiambu,Ruiru,Mwihoko,Mutuya,4091171,36.9757189,-1.2143527,0,32,0
